"POLYGON ((13.238658158395396 6.003897702788462, 13.21042662904808 6.016189777731613, 13.20386683489948 6.010880389130996, 13.208756105405962 5.981435710573908, 13.238658158395396 6.003897702788462))"
"POLYGON ((13.54845814006759 5.700431749776567, 13.541736465794287 5.699633291453125, 13.527811505288662 5.684384180394338, 13.528463460438473 5.6740902086870975, 13.54845814006759 5.700431749776567))"
"POLYGON ((13.025257004370106 5.953877298317756, 12.997242350994096 5.926368139885751, 13.01662252985427 5.917578214939234, 13.018540951751131 5.917935184804417, 13.025257004370106 5.953877298317756))"
"POLYGON ((13.182923923066925 5.482548852419058, 13.19740728731862 5.4838741348118, 13.204856691619183 5.490301827795786, 13.208392779492584 5.500033533405506, 13.182923923066925 5.482548852419058))"
"POLYGON ((13.411952447180406 5.615785668472769, 13.378586509245002 5.599627389657634, 13.380285693826261 5.598252807663883, 13.38724565994119 5.595038351721751, 13.411952447180406 5.615785668472769))"
"POLYGON ((12.966979117429437 5.904507387597039, 12.958101431935619 5.882431314535474, 12.968975744011377 5.869358010036127, 12.986836340577815 5.869807324602181, 12.966979117429437 5.904507387597039))"
"POLYGON ((13.002315508044822 5.999627397611984, 12.985167310968517 6.016367870993311, 12.97178758963767 5.979685235348322, 13.00227811057846 5.993220458858206, 13.002315508044822 5.999627397611984))"
"POLYGON ((13.072119979586644 5.946088503466467, 13.052631970664578 5.933224266177252, 13.054173786084922 5.9158113759793975, 13.080202855314337 5.908184448149416, 13.072119979586644 5.946088503466467))"
"POLYGON ((12.92756173554054 5.729852735924943, 12.903780055075165 5.731721588755703, 12.896736601260157 5.724138588204804, 12.894615396841257 5.7176192430210815, 12.92756173554054 5.729852735924943))"
"POLYGON ((12.843406990115803 4.8804591050714645, 12.843269044495942 4.880212836902471, 12.842179373267628 4.863229438462972, 12.88031210712403 4.866231434207473, 12.843406990115803 4.8804591050714645))"
"POLYGON ((12.84546370767772 5.993460357549474, 12.837534106634044 5.992924006313303, 12.831442822484602 5.990083161846733, 12.826038730363877 5.98451368710318, 12.84546370767772 5.993460357549474))"
"POLYGON ((12.856820213110407 5.764308942568819, 12.859588467182077 5.761358326777797, 12.86648485240305 5.757442870838142, 12.892568133961994 5.774026567069124, 12.856820213110407 5.764308942568819))"
"POLYGON ((13.06186768195403 5.958033946581178, 13.061801528215867 5.9181340782917555, 13.075569617591192 5.92232763878118, 13.079359559520155 5.926231227136173, 13.06186768195403 5.958033946581178))"
"POLYGON ((13.233092160004047 4.898425527784105, 13.244644754859177 4.885011588818296, 13.249218510927713 4.883686395599461, 13.253843554697117 4.8834703680490374, 13.233092160004047 4.898425527784105))"
"POLYGON ((13.047226184065794 4.839231800536894, 13.03858842787678 4.818434706691933, 13.070940737360829 4.807099409533409, 13.077619232713928 4.817822219145356, 13.047226184065794 4.839231800536894))"
"POLYGON ((13.487397097293897 5.7801979729700985, 13.475887550751137 5.787654680019223, 13.451785505095893 5.7643875497973545, 13.47470115407658 5.748428342521918, 13.487397097293897 5.7801979729700985))"
"POLYGON ((12.988978729915493 5.242938687685697, 12.974560278398654 5.221550088794667, 12.983867464511963 5.206725659889278, 13.008939057119287 5.209919426802533, 12.988978729915493 5.242938687685697))"
