"POLYGON ((13.243639439986643 6.804325927251223, 13.244666225070388 6.782531512742569, 13.262387633561803 6.774273205134891, 13.266595521728124 6.775046602423743, 13.243639439986643 6.804325927251223))"
"POLYGON ((13.315049226588165 6.499676263904764, 13.309447352791837 6.5024637660152225, 13.284903599095415 6.4908749126393674, 13.323006234570359 6.479204043883632, 13.315049226588165 6.499676263904764))"
"POLYGON ((13.031620672072961 6.562870439352989, 13.009873606424444 6.545450051885404, 13.013850387730601 6.5307867939784385, 13.04948111983707 6.53989121524109, 13.031620672072961 6.562870439352989))"
"POLYGON ((12.86156056112013 6.6280894603388685, 12.845637406644293 6.646351929748936, 12.830708188792912 6.609991690456341, 12.851899238081582 6.609615701348236, 12.86156056112013 6.6280894603388685))"
"POLYGON ((13.005852117108214 6.507833350511428, 13.00404967998417 6.506117312396198, 12.999184890693451 6.488207992165666, 13.021818568185337 6.472760641958081, 13.005852117108214 6.507833350511428))"
"POLYGON ((13.219386848179358 6.704596952706663, 13.187985138162775 6.694434142363149, 13.187804264133469 6.683749761868987, 13.212146407535705 6.6693960066810325, 13.219386848179358 6.704596952706663))"
"POLYGON ((13.374140237715473 6.577671699215159, 13.335859498908158 6.569230565788899, 13.352864283126479 6.557377788060891, 13.372987743028967 6.570637821259043, 13.374140237715473 6.577671699215159))"
"POLYGON ((13.557562184305521 6.6082135297967595, 13.522994447288589 6.614809305459326, 13.519126182793817 6.597192901213934, 13.554386155717276 6.5900268756034, 13.557562184305521 6.6082135297967595))"
"POLYGON ((13.241214314022704 6.566656227755726, 13.243549323535952 6.561549994435291, 13.263704659094133 6.55261465844855, 13.272593528588597 6.556492615236785, 13.241214314022704 6.566656227755726))"
"POLYGON ((12.97048039777163 6.748017542073945, 12.961146882299492 6.740766715732817, 12.970671090937605 6.710518182378847, 12.982335262169242 6.709887720926564, 12.97048039777163 6.748017542073945))"
"POLYGON ((12.918237927537021 6.7131477026305655, 12.894549202255636 6.722632671745986, 12.88727894125497 6.718448458019435, 12.920303008987068 6.699785788981763, 12.918237927537021 6.7131477026305655))"
"POLYGON ((12.828334491218657 6.711202790898255, 12.827997682784584 6.710064737326164, 12.827510277400245 6.702321593131104, 12.840609609883533 6.686125408280966, 12.828334491218657 6.711202790898255))"
"POLYGON ((13.577678876586978 6.721063116141158, 13.562681914746912 6.7175792657943, 13.55585537187792 6.693746201863533, 13.588862251276241 6.687571112776859, 13.577678876586978 6.721063116141158))"
"POLYGON ((12.985531248795223 6.763372204534174, 12.983344388592757 6.763144924786511, 12.968001756739671 6.735797404140024, 12.96949207676893 6.732876404904419, 12.985531248795223 6.763372204534174))"
"POLYGON ((13.304783020012033 6.520603348681954, 13.302122999022595 6.524569000396162, 13.270995748221424 6.523569271057527, 13.28524763686182 6.491598393963028, 13.304783020012033 6.520603348681954))"
"POLYGON ((13.460540904046391 6.855731556023145, 13.45363056314081 6.861018286092817, 13.430003979714469 6.855845376476126, 13.429195356244678 6.854832026762508, 13.460540904046391 6.855731556023145))"
"POLYGON ((13.263342008130799 6.887366802689926, 13.23196126923126 6.863903222819392, 13.25199967115304 6.860032094375962, 13.264420531789563 6.873179441467435, 13.263342008130799 6.887366802689926))"
"POLYGON ((13.166995859602661 6.531558875872748, 13.145795506080427 6.542137283363808, 13.167891049274036 6.515309884558096, 13.168247900417425 6.516328492638683, 13.166995859602661 6.531558875872748))"
"POLYGON ((13.547967512538627 6.637549550729929, 13.541055855028832 6.6073872146187895, 13.551442444185634 6.6003867662905975, 13.553511306833569 6.599920828062376, 13.547967512538627 6.637549550729929))"
"POLYGON ((13.007826247906614 6.798398311557199, 12.982714530495455 6.7976626124086605, 13.000873547832166 6.763147616050545, 13.009668640033684 6.76813487263655, 13.007826247906614 6.798398311557199))"
"POLYGON ((13.318261382360594 6.577015847783093, 13.30837424613203 6.574006920707264, 13.29905547938578 6.559145810509402, 13.334552286259882 6.5445234858765176, 13.318261382360594 6.577015847783093))"
"POLYGON ((13.117812882513872 6.802510478282298, 13.10286106438156 6.821358907766367, 13.07825368581989 6.806150633837338, 13.109721331340774 6.785931837092173, 13.117812882513872 6.802510478282298))"
"POLYGON ((13.23803162927052 6.596845845919725, 13.211971721367703 6.5683061250543995, 13.214291694835595 6.56534283782021, 13.247797026638269 6.572815474585149, 13.23803162927052 6.596845845919725))"
"POLYGON ((13.405967386590453 6.497585325136109, 13.389548491939886 6.510325464543118, 13.391421342171675 6.470887390497253, 13.400448602907831 6.475399852551042, 13.405967386590453 6.497585325136109))"
"POLYGON ((13.153311473063761 6.812874994095551, 13.142721038240492 6.8097826920618765, 13.133449855129506 6.794220874600918, 13.151043570510913 6.773015053155797, 13.153311473063761 6.812874994095551))"
"POLYGON ((12.825026914966916 6.719659007150339, 12.7968069931569 6.712396215176843, 12.794379447706637 6.7013799669215475, 12.80804522283401 6.683772572578192, 12.825026914966916 6.719659007150339))"
"POLYGON ((13.368264306893353 6.5417693837265665, 13.329188133361923 6.541952429621026, 13.336155522642594 6.522016610903097, 13.36543747354125 6.526630987565717, 13.368264306893353 6.5417693837265665))"
"POLYGON ((12.827266647885185 6.688189354387467, 12.823834705952189 6.694754458214665, 12.79827006105404 6.6649677925799, 12.827884674990317 6.679224924461487, 12.827266647885185 6.688189354387467))"
"POLYGON ((13.163242638020405 6.531734501938623, 13.158906040954534 6.5313305640112445, 13.14436070362959 6.519194951527836, 13.158898286312416 6.492145292495115, 13.163242638020405 6.531734501938623))"
"POLYGON ((13.525594560233117 6.571067220687792, 13.512905638488743 6.572032872333923, 13.502487592334857 6.539791450800645, 13.52687940810357 6.534817754147509, 13.525594560233117 6.571067220687792))"
"POLYGON ((12.983575464937854 6.51067738255069, 12.978781248233277 6.520319896950321, 12.945000052868444 6.500471865234518, 12.981315205340449 6.497034536417631, 12.983575464937854 6.51067738255069))"
"POLYGON ((13.007428696147176 6.5319806254108075, 12.97623426989534 6.515886259571573, 13.007652071621951 6.498994227327345, 13.011312235281443 6.502277490725808, 13.007428696147176 6.5319806254108075))"
"POLYGON ((12.834438265256491 6.608085845610613, 12.829194885935218 6.585926816001903, 12.850803469426788 6.573444199738897, 12.867382823761513 6.589072163552467, 12.834438265256491 6.608085845610613))"
"POLYGON ((13.383642604281615 6.6087956613276475, 13.368764023248293 6.572910436876583, 13.382130466762698 6.575553007098318, 13.385678631816848 6.578277557399726, 13.383642604281615 6.6087956613276475))"
"POLYGON ((13.00174418527188 6.677337343360781, 12.99306013091157 6.63871967691182, 13.006338786349797 6.638356234888749, 13.017233279252324 6.646888758894774, 13.00174418527188 6.677337343360781))"
"POLYGON ((13.55912385690314 6.544264500570525, 13.558690853546794 6.544245510258389, 13.555799874672438 6.54387461711107, 13.544174966253967 6.5367801997887325, 13.55912385690314 6.544264500570525))"
"POLYGON ((13.400418473167472 6.662618301112129, 13.398813089154023 6.635684137406588, 13.412207370799635 6.628388307331347, 13.424903443051868 6.63128116391131, 13.400418473167472 6.662618301112129))"
"POLYGON ((12.900580861072504 6.829393352519826, 12.889579284853067 6.837524878248406, 12.882511205671248 6.838296535763996, 12.90337395290655 6.813749398179291, 12.900580861072504 6.829393352519826))"
"POLYGON ((13.14588357122399 6.639352398451169, 13.106355026119095 6.634760502176644, 13.119677635203926 6.616191501867946, 13.132722485124711 6.61608596932903, 13.14588357122399 6.639352398451169))"
"POLYGON ((13.340456026969647 6.640194863386354, 13.33637514645303 6.631924624917696, 13.35333022426567 6.607609753953335, 13.37428219570917 6.619643795042029, 13.340456026969647 6.640194863386354))"
"POLYGON ((13.51049831243114 6.713381778465036, 13.504454931691024 6.722678889589375, 13.480441471067222 6.7243107344640585, 13.478345442210331 6.692375655215313, 13.51049831243114 6.713381778465036))"
"POLYGON ((13.217786398387323 6.60658484267201, 13.208618966701621 6.570827127464009, 13.209800393977629 6.5700008942648465, 13.211099284681353 6.569228550384323, 13.217786398387323 6.60658484267201))"
"POLYGON ((13.24130093913846 6.733951788616674, 13.225323760453419 6.745575829738286, 13.22413068523421 6.745674367359022, 13.22115419167445 6.7456087907396745, 13.24130093913846 6.733951788616674))"
"POLYGON ((13.284984653288864 6.594890494314844, 13.247633810362144 6.58375128862832, 13.25540476796075 6.576094182639832, 13.275623787857405 6.576668351567002, 13.284984653288864 6.594890494314844))"
"POLYGON ((13.230106371433946 6.681799567825371, 13.230017808973363 6.681943467615764, 13.229562755737271 6.682642920463301, 13.22871332602034 6.658978481536845, 13.230106371433946 6.681799567825371))"
"POLYGON ((13.262590604421314 6.533983206818769, 13.240003104461392 6.548806331578953, 13.22380300420204 6.53391868159121, 13.231166022250122 6.5130935453686725, 13.262590604421314 6.533983206818769))"
"POLYGON ((12.88871633205077 6.5844442368663865, 12.868948594673768 6.5878912915341665, 12.87583399753497 6.549123573516653, 12.888906762501742 6.553964709089476, 12.88871633205077 6.5844442368663865))"
"POLYGON ((13.433282046512469 6.847199489033054, 13.42450348529469 6.84528086510632, 13.419646696321816 6.842041439462081, 13.418692886116377 6.813281050275862, 13.433282046512469 6.847199489033054))"
"POLYGON ((13.403407574502388 6.555146341342096, 13.40267952647561 6.558914074289139, 13.36479939979655 6.560351554386247, 13.393115098459388 6.535717594543736, 13.403407574502388 6.555146341342096))"
