"POLYGON ((12.326504250906298 6.611079271652104, 12.328090360218864 6.610962208669052, 12.347652754403397 6.624364739035725, 12.348179507918985 6.62613380213108, 12.326504250906298 6.611079271652104))"
"POLYGON ((12.373511965424028 6.572135646067818, 12.343970882293162 6.562658940615843, 12.366037293040598 6.535674135670589, 12.374008176048285 6.538950486008946, 12.373511965424028 6.572135646067818))"
"POLYGON ((12.173647332957165 6.641346667942835, 12.171306858640186 6.645543782078891, 12.13690893219782 6.625542491156232, 12.158954379527854 6.614143016728309, 12.173647332957165 6.641346667942835))"
"POLYGON ((11.737933241068658 7.1085728266012795, 11.73210418462943 7.114472792196092, 11.73050007189964 7.115425478417996, 11.703657912629993 7.1075573551144355, 11.737933241068658 7.1085728266012795))"
"POLYGON ((11.994986781867041 6.85599756106185, 11.999861082175073 6.851336974969361, 12.000397488583118 6.850987394853989, 12.030324253689871 6.8625850873975045, 11.994986781867041 6.85599756106185))"
"POLYGON ((11.10982124892346 7.385193054044638, 11.11099725960321 7.384406251609342, 11.137726610769219 7.389687507993393, 11.141322906004184 7.398585524032918, 11.10982124892346 7.385193054044638))"
"POLYGON ((11.669463667582319 7.234193185273013, 11.652625033771779 7.244627150977147, 11.64383291973563 7.24294477748406, 11.639161147992606 7.209216115275822, 11.669463667582319 7.234193185273013))"
"POLYGON ((12.368354580054126 7.895765251836677, 12.340663383261516 7.88173601387523, 12.347987333690757 7.861667987806452, 12.369872658244136 7.859988366808683, 12.368354580054126 7.895765251836677))"
"POLYGON ((11.884011590688443 6.6955320934811695, 11.882832453499015 6.691855716607433, 11.882526108354812 6.685180888279721, 11.896189161081884 6.668595719138758, 11.884011590688443 6.6955320934811695))"
"POLYGON ((11.6219420267746 7.022192062087832, 11.605799139385175 7.0350891796358805, 11.58318587583719 7.015687641147678, 11.583261102673013 7.013476713352913, 11.6219420267746 7.022192062087832))"
"POLYGON ((11.791241465846188 6.767043265038603, 11.790094582949557 6.752686779037264, 11.792823986732893 6.746994352751667, 11.82881390689909 6.754144387385535, 11.791241465846188 6.767043265038603))"
"POLYGON ((12.050594751471913 6.708205412962919, 12.046800747380587 6.708561311256367, 12.03411692334761 6.673128729957682, 12.05517705144899 6.670382627496188, 12.050594751471913 6.708205412962919))"
"POLYGON ((12.065094907208842 6.747630336704317, 12.0630639275883 6.7461319380545675, 12.070855903876984 6.711473451688698, 12.094872190983978 6.724402711516195, 12.065094907208842 6.747630336704317))"
"POLYGON ((12.09531418595455 6.747020518288182, 12.072654591421616 6.756874892592916, 12.061681024410479 6.725566457920069, 12.09344284213774 6.725174057845481, 12.09531418595455 6.747020518288182))"
"POLYGON ((11.765227812915313 7.209967354825304, 11.749051755924512 7.220081755140529, 11.733818150170542 7.214400522378015, 11.728845530235782 7.193798263216027, 11.765227812915313 7.209967354825304))"
"POLYGON ((11.834681518987054 6.567635537433117, 11.83857684074321 6.539270973139933, 11.848170280717738 6.53548567832038, 11.858256305616694 6.536933062782891, 11.834681518987054 6.567635537433117))"
"POLYGON ((12.197625659975 6.739936004929646, 12.18519223966849 6.719757233021487, 12.207251014535812 6.701508575628126, 12.211632342934097 6.7024834893900955, 12.197625659975 6.739936004929646))"
"POLYGON ((12.319377611823318 7.032912637465568, 12.289312248420883 7.014256032858587, 12.30148682115401 6.9972324411166165, 12.308438431348995 6.99567581697185, 12.319377611823318 7.032912637465568))"
"POLYGON ((11.944855436771098 6.832036701601784, 11.944690146602072 6.831695437828374, 11.943444813580609 6.828292943590338, 11.962131132427032 6.803158561177017, 11.944855436771098 6.832036701601784))"
"POLYGON ((12.29748729929939 6.988723909829716, 12.296240705006475 6.983373163716476, 12.301011310701693 6.968492735254895, 12.322324342551877 6.962527964070055, 12.29748729929939 6.988723909829716))"
"POLYGON ((11.990020752545819 7.3692790685616965, 11.974707466679996 7.3855467189793345, 11.965145400116866 7.385370397953183, 11.950288564836523 7.365637184518255, 11.990020752545819 7.3692790685616965))"
"POLYGON ((11.907809519054972 6.671908939548047, 11.8854329240777 6.670863511592425, 11.877484997073138 6.652934330025095, 11.883269237781239 6.640675778137455, 11.907809519054972 6.671908939548047))"
"POLYGON ((12.330721606746387 6.5682704341109455, 12.331682422800581 6.5659058864710556, 12.336495577875922 6.559574245136525, 12.368909658058561 6.569059290896098, 12.330721606746387 6.5682704341109455))"
"POLYGON ((11.578293229133989 6.542850475226036, 11.571665873352726 6.544917390652314, 11.567968722048624 6.5051135883753854, 11.585092949913657 6.513050998570994, 11.578293229133989 6.542850475226036))"
"POLYGON ((12.073703138408955 6.588383096196474, 12.034533726902964 6.584355600597419, 12.035043680633759 6.578147200728211, 12.05929484050613 6.563457316633438, 12.073703138408955 6.588383096196474))"
"POLYGON ((12.022610040623439 6.882008363466427, 12.02260799251789 6.882007955445646, 12.012578207449572 6.876736587593415, 12.00746808428171 6.856298196426578, 12.022610040623439 6.882008363466427))"
"POLYGON ((12.182509270525225 7.3779327816408635, 12.157835273293857 7.377510899279068, 12.162206854329673 7.343757779426473, 12.188493646375726 7.3533749285964145, 12.182509270525225 7.3779327816408635))"
"POLYGON ((11.649950656446412 7.087410829618568, 11.638121377329163 7.09021439317838, 11.654437757613362 7.0568155631494225, 11.658888411683693 7.064834213751532, 11.649950656446412 7.087410829618568))"
"POLYGON ((12.051395508795288 6.561003343059842, 12.045099352885979 6.562178951141723, 12.030810920766292 6.55664843360555, 12.041892959329518 6.522371928398027, 12.051395508795288 6.561003343059842))"
