"POLYGON ((12.632997418984537 6.471267805539547, 12.619413681837441 6.484874312741764, 12.595447410812513 6.47364307538126, 12.633615637424732 6.463016263608321, 12.632997418984537 6.471267805539547))"
"POLYGON ((12.469322676082292 5.872480597382801, 12.466031438124936 5.873678673182903, 12.46164507093216 5.874342936944573, 12.461597913664274 5.8343718083638585, 12.469322676082292 5.872480597382801))"
"POLYGON ((12.510197133748092 5.979712395518087, 12.495913819087766 5.980553962762781, 12.500957523433158 5.9415137858676115, 12.51622482371975 5.947473522043262, 12.510197133748092 5.979712395518087))"
"POLYGON ((12.543626278512415 6.052706698642914, 12.528713282360053 6.063880756773125, 12.523818348091986 6.064055405635991, 12.512550413030837 6.059323365510711, 12.543626278512415 6.052706698642914))"
"POLYGON ((12.726922292323703 6.0773534310368404, 12.723200499623672 6.072149856232198, 12.72248589367487 6.070532438096883, 12.759993130036868 6.05664979809421, 12.726922292323703 6.0773534310368404))"
"POLYGON ((12.745121944154947 6.209254327634612, 12.71488550592984 6.225497452636036, 12.712228791273668 6.223599734058346, 12.716585360534369 6.190251906794524, 12.745121944154947 6.209254327634612))"
"POLYGON ((12.610385835572202 6.28175319034948, 12.603851826191192 6.278407399361428, 12.619908166823096 6.242950654519249, 12.625952320788496 6.2451874171904596, 12.610385835572202 6.28175319034948))"
"POLYGON ((12.466247307103236 5.8006964847525975, 12.454159296020638 5.804432099835777, 12.435537442933168 5.7904841369494475, 12.435366291071972 5.789915407427513, 12.466247307103236 5.8006964847525975))"
"POLYGON ((12.744494656553718 6.2626197096933405, 12.740434230757124 6.256474449411277, 12.764181691032686 6.2294296139691525, 12.765378151100084 6.229800189670644, 12.744494656553718 6.2626197096933405))"
"POLYGON ((12.787437305584287 5.728398701103642, 12.757781431362664 5.7258881310904775, 12.756904783257315 5.724630908185515, 12.790732806000804 5.7032868250005535, 12.787437305584287 5.728398701103642))"
"POLYGON ((12.670439524569582 5.8959007332605555, 12.667696538143138 5.89159069701092, 12.670481286002532 5.870240312950307, 12.677471450701919 5.864913329853718, 12.670439524569582 5.8959007332605555))"
"POLYGON ((12.704192560997692 5.757432328013099, 12.699506485884516 5.758282254014379, 12.686448137540106 5.754424185340454, 12.702980277762668 5.718872300411217, 12.704192560997692 5.757432328013099))"
"POLYGON ((12.658922436219493 5.981529654770769, 12.653553350423815 5.981973310360587, 12.635558373882837 5.968099580594313, 12.63460912976325 5.962361358951692, 12.658922436219493 5.981529654770769))"
"POLYGON ((12.697692835199518 5.8927111653215825, 12.658853093568194 5.883229463491118, 12.675139659660099 5.868803243788417, 12.693086928961378 5.8753082775279495, 12.697692835199518 5.8927111653215825))"
"POLYGON ((12.565951020009322 6.082990130171735, 12.558729830679301 6.087907219908208, 12.54350359346079 6.087710582152418, 12.54125291462967 6.0865772246341985, 12.565951020009322 6.082990130171735))"
"POLYGON ((12.58843550455878 6.411816678982198, 12.584740940771207 6.4071778893310265, 12.582502502362155 6.4013598822442335, 12.605569402478158 6.3774853211567555, 12.58843550455878 6.411816678982198))"
"POLYGON ((12.620201748516017 5.439087866772534, 12.593365213577245 5.4376601089493235, 12.604959219273725 5.403752584038152, 12.627449507040462 5.421384982879408, 12.620201748516017 5.439087866772534))"
"POLYGON ((12.65924162526144 6.289608655522477, 12.631263729158663 6.277763205062695, 12.649050269373923 6.251747156501562, 12.670080369963474 6.268590545209437, 12.65924162526144 6.289608655522477))"
"POLYGON ((12.619809790994502 5.981373710591894, 12.597255119648358 5.9690410876010676, 12.596198950597994 5.965299420540232, 12.603599996587295 5.945979659227126, 12.619809790994502 5.981373710591894))"
"POLYGON ((12.655326380656398 5.622275707274811, 12.643980419018192 5.598708596652069, 12.649110084049646 5.589821363825575, 12.652563306685945 5.587046525256466, 12.655326380656398 5.622275707274811))"
"POLYGON ((12.748250538281452 5.722560361232296, 12.734088569741914 5.72443238784032, 12.719620186826129 5.710904413841532, 12.718942589385556 5.707942274796993, 12.748250538281452 5.722560361232296))"
"POLYGON ((12.690761668667818 5.937846128298369, 12.692116115035553 5.903696093714663, 12.702127658469385 5.901185265687899, 12.718758037306007 5.910544258252714, 12.690761668667818 5.937846128298369))"
"POLYGON ((12.717861075621768 6.169107652108749, 12.717095566726261 6.153751081067495, 12.7183108391952 6.151025475791764, 12.749858425867773 6.146168309577011, 12.717861075621768 6.169107652108749))"
"POLYGON ((12.648204663708842 6.4521550248920185, 12.653136422373004 6.412718587544141, 12.667762215101929 6.419318576427167, 12.669865790239921 6.422104482844079, 12.648204663708842 6.4521550248920185))"
"POLYGON ((12.736932839172615 6.188579611657192, 12.752424718417037 6.157896216007471, 12.768891743416686 6.1647127693672985, 12.769775889900357 6.1658029209056355, 12.736932839172615 6.188579611657192))"
"POLYGON ((12.596046343013265 5.965043738834727, 12.589449227548055 5.962642691913272, 12.581254460870946 5.953573020004952, 12.619341224578632 5.942974358989905, 12.596046343013265 5.965043738834727))"
"POLYGON ((12.688484585539836 6.128084297613513, 12.681087269756251 6.101330431600999, 12.685771833721345 6.095580878837302, 12.69372664655103 6.0914891220102065, 12.688484585539836 6.128084297613513))"
"POLYGON ((12.633014693682766 6.380971848067519, 12.62339920247245 6.389165738177099, 12.617621774447992 6.390551017259488, 12.626767010586873 6.35383595291425, 12.633014693682766 6.380971848067519))"
"POLYGON ((12.665382691994102 6.440009325440007, 12.668715465530141 6.404896793111241, 12.676194042934222 6.4033460238554, 12.696315057180225 6.421104580632732, 12.665382691994102 6.440009325440007))"
"POLYGON ((12.62468191227511 5.8673394229760065, 12.618495737085073 5.873619648675042, 12.592219926563988 5.869464521449637, 12.593081303247981 5.84313069153275, 12.62468191227511 5.8673394229760065))"
"POLYGON ((12.656587902418034 5.830279450232542, 12.655326034718282 5.832409184005588, 12.621053075420411 5.8119150825913275, 12.621352270136645 5.811363127475056, 12.656587902418034 5.830279450232542))"
"POLYGON ((12.470940231749477 5.34741988110456, 12.462462636293884 5.347639204231882, 12.451555346219385 5.341616180692531, 12.483763480336918 5.318431352040409, 12.470940231749477 5.34741988110456))"
"POLYGON ((12.58896531046557 6.136831050301731, 12.576971879944727 6.130648912594941, 12.572650655942171 6.110592766740978, 12.578932533489386 6.101523645900041, 12.58896531046557 6.136831050301731))"
"POLYGON ((12.72549804523225 6.346940558649296, 12.687104003975888 6.33846999642506, 12.690597811759755 6.327803759921901, 12.699316529030483 6.32068648284819, 12.72549804523225 6.346940558649296))"
"POLYGON ((12.514671779898377 6.353893231191372, 12.510356472770093 6.36025448305725, 12.500083521214913 6.365688703679458, 12.498670421216996 6.365910954544348, 12.514671779898377 6.353893231191372))"
"POLYGON ((12.477580471018262 6.428022944158405, 12.455391945784077 6.444892690953203, 12.457637403513178 6.405039415044966, 12.464713060639047 6.406269863200223, 12.477580471018262 6.428022944158405))"
"POLYGON ((12.798433120629856 6.470627423139285, 12.771624469189382 6.476604340226625, 12.778946130616456 6.439639058299257, 12.790232252907177 6.441259340540272, 12.798433120629856 6.470627423139285))"
"POLYGON ((12.468352403106651 6.320463557618424, 12.476068800112136 6.31961353881936, 12.479532244095095 6.32022098697427, 12.494085850903563 6.336246970088073, 12.468352403106651 6.320463557618424))"
"POLYGON ((12.553650989666114 5.590690350208457, 12.53266275986108 5.56080730253979, 12.563252082458249 5.556224459314658, 12.564829926977257 5.55782142285621, 12.553650989666114 5.590690350208457))"
"POLYGON ((12.514993834895336 6.293719571725661, 12.509053528484218 6.254182645069808, 12.524093433649812 6.258580194026059, 12.531098456991238 6.270531280000351, 12.514993834895336 6.293719571725661))"
"POLYGON ((12.589264180108062 5.481984678760652, 12.57123089419753 5.463063018697226, 12.571532363280795 5.458484640450495, 12.584892698499107 5.443102049268697, 12.589264180108062 5.481984678760652))"
"POLYGON ((12.827221716688197 5.422502344419168, 12.823086602427475 5.4278591983435165, 12.79131989737729 5.40491137192248, 12.811367982774504 5.393218640614457, 12.827221716688197 5.422502344419168))"
"POLYGON ((12.496845122044846 6.464195121157574, 12.475894044263669 6.435643870337212, 12.511856345876694 6.435679270913145, 12.513847442791693 6.443543554042862, 12.496845122044846 6.464195121157574))"
"POLYGON ((12.648831834912198 6.31527052579571, 12.638543438900587 6.330914736046155, 12.613951352162395 6.300118709749956, 12.64880080973256 6.311189999288584, 12.648831834912198 6.31527052579571))"
"POLYGON ((12.50787584653257 4.775458566623991, 12.504607248919665 4.774737166988614, 12.495098455503632 4.742921937898058, 12.515242222229773 4.736197776167046, 12.50787584653257 4.775458566623991))"
"POLYGON ((12.565716307401589 5.116355700471727, 12.558322096015045 5.113640927868856, 12.58279564568664 5.082326482444973, 12.587618671200543 5.089882933793963, 12.565716307401589 5.116355700471727))"
"POLYGON ((12.699152774211571 6.057335851946068, 12.69443770266406 6.0661376737382575, 12.664653663655672 6.0394426041345035, 12.697486556769512 6.043400433912953, 12.699152774211571 6.057335851946068))"
"POLYGON ((12.489185394817254 5.78514123404753, 12.486844272212773 5.788546439881995, 12.454301684496652 5.785573599056401, 12.471066398106126 5.755581470491194, 12.489185394817254 5.78514123404753))"
"POLYGON ((12.66870313854427 6.4468313183718475, 12.667564386937674 6.4489499223064835, 12.664645345563486 6.4526268154047175, 12.670534241149744 6.437666546826954, 12.66870313854427 6.4468313183718475))"
"POLYGON ((12.731371247746841 6.145090678353369, 12.729676393283182 6.144799765258528, 12.716931167868342 6.135830899076611, 12.74837550692573 6.111446687318893, 12.731371247746841 6.145090678353369))"
"POLYGON ((12.773356397912382 6.241010586755625, 12.773121858883524 6.206282619958717, 12.774336004783652 6.205632648727874, 12.801264657733133 6.215075887925976, 12.773356397912382 6.241010586755625))"
"POLYGON ((12.809757617347037 6.2309233817675365, 12.774225803379654 6.236391324370076, 12.791971140423085 6.205033390135339, 12.802178371841048 6.2086415424378165, 12.809757617347037 6.2309233817675365))"
"POLYGON ((12.72775041137915 5.547697503395266, 12.727051313466527 5.54838892591653, 12.720474358527124 5.552512251784455, 12.694694489258145 5.5410592817442845, 12.72775041137915 5.547697503395266))"
"POLYGON ((12.762227317324786 6.381529489517209, 12.7583441069741 6.386975378219947, 12.739358886685809 6.35340691285303, 12.746318365320677 6.352913686297646, 12.762227317324786 6.381529489517209))"
