"POLYGON ((12.070121043006539 6.197487752404024, 12.031235627470299 6.189185513705213, 12.0329900904245 6.185318188973197, 12.054603538765486 6.175953448655373, 12.070121043006539 6.197487752404024))"
"POLYGON ((12.29690607343645 6.413599337354703, 12.282816410880397 6.421643974986216, 12.268620743091327 6.417612481034147, 12.28870430433376 6.383375716805328, 12.29690607343645 6.413599337354703))"
"POLYGON ((12.247994471314618 5.308082374483436, 12.242519841158245 5.306786883068472, 12.229881182231763 5.2865632948755525, 12.25420490831049 5.268652881238773, 12.247994471314618 5.308082374483436))"
"POLYGON ((12.007146931788531 5.550943879914686, 12.010130242674872 5.5464063458972195, 12.012067724808519 5.544472298843943, 12.025910523995188 5.539573599087522, 12.007146931788531 5.550943879914686))"
"POLYGON ((12.173732020803838 5.6117536373962835, 12.136612306727125 5.615174642715709, 12.137874055914532 5.595134978034161, 12.15898504024617 5.5867496288445, 12.173732020803838 5.6117536373962835))"
"POLYGON ((12.425332479330446 6.213209663444252, 12.425139972893435 6.214363702035672, 12.411473558901125 6.229589808336825, 12.389185965388581 6.222042429973396, 12.425332479330446 6.213209663444252))"
"POLYGON ((11.230126534587 6.450907275183196, 11.237149693751185 6.414886921301137, 11.243509396186655 6.414526307302561, 11.244204133440245 6.4146106304230734, 11.230126534587 6.450907275183196))"
"POLYGON ((12.02521222154909 6.390402557541, 12.024994044050498 6.391202666010742, 12.018109201298596 6.401314721522366, 11.991568864268704 6.3715015401867365, 12.02521222154909 6.390402557541))"
"POLYGON ((12.289538957449155 5.238589039473274, 12.297856765794553 5.199502909174005, 12.309501698835842 5.207802579004587, 12.312732305893832 5.216805737616163, 12.289538957449155 5.238589039473274))"
"POLYGON ((12.118233714183344 5.62117812794875, 12.108295107666159 5.611493112484898, 12.120814727191341 5.583684431838746, 12.137147486599698 5.5860629814132645, 12.118233714183344 5.62117812794875))"
"POLYGON ((11.493393155593147 5.649144499198299, 11.486528010367648 5.658887795766878, 11.473860059325077 5.663013653695578, 11.475126078071156 5.623034661523696, 11.493393155593147 5.649144499198299))"
"POLYGON ((11.962832746375401 5.865801051062499, 11.92805142282387 5.84765433478404, 11.928358457701313 5.847281868620693, 11.950147155469947 5.841278110430098, 11.962832746375401 5.865801051062499))"
"POLYGON ((12.264984130602262 6.406463661544382, 12.262497747400607 6.411467726447667, 12.260347072011378 6.41409353780766, 12.226303620582224 6.3967141294030565, 12.264984130602262 6.406463661544382))"
"POLYGON ((11.623108280782098 5.961993729157842, 11.612901252135591 5.974424966042813, 11.61255943647907 5.938583917306271, 11.613584245203697 5.9391165436038715, 11.623108280782098 5.961993729157842))"
"POLYGON ((12.360738992236387 5.645075008695177, 12.350672238991432 5.6444872891211455, 12.343163727317924 5.640059115659037, 12.337525598022372 5.630675375462323, 12.360738992236387 5.645075008695177))"
"POLYGON ((12.18757763647332 5.911129186097215, 12.185866637289736 5.900138573103548, 12.20640188801539 5.882690868214651, 12.224833475155926 5.896840136555031, 12.18757763647332 5.911129186097215))"
"POLYGON ((12.072951001534147 6.422658516023552, 12.078423443746074 6.4184955159, 12.08037514780667 6.417614528698874, 12.089545039785074 6.416351048414998, 12.072951001534147 6.422658516023552))"
"POLYGON ((11.9063010097902 4.957705109503716, 11.901717347264588 4.956198146165524, 11.89035591222135 4.940502221720208, 11.927911662548356 4.928782156674877, 11.9063010097902 4.957705109503716))"
"POLYGON ((11.81090341835492 5.421937837656464, 11.79196173031382 5.388717037351795, 11.812314623747938 5.396201859323522, 11.816268794213517 5.406574684707577, 11.81090341835492 5.421937837656464))"
"POLYGON ((12.421941550864187 6.320930616881429, 12.421445990961692 6.324171646588112, 12.413816809103217 6.335666885273281, 12.39356602767038 6.337677733633207, 12.421941550864187 6.320930616881429))"
"POLYGON ((11.655596620287117 5.558330098742021, 11.622726869361742 5.562992922189441, 11.618208361513739 5.544700260268461, 11.620254476218111 5.53965044477878, 11.655596620287117 5.558330098742021))"
"POLYGON ((12.000394659434814 6.261674226117112, 11.981361064593955 6.2812465414605185, 11.96201092972963 6.269136601113335, 11.999062756758589 6.25408257310728, 12.000394659434814 6.261674226117112))"
"POLYGON ((11.360763998260625 6.272504487943715, 11.356961147795063 6.270057888021681, 11.350868148492296 6.247599313270522, 11.354607025807598 6.241348819900213, 11.360763998260625 6.272504487943715))"
"POLYGON ((11.533558285632592 5.842543007958029, 11.535714913351285 5.835795344230824, 11.550584130340349 5.825358972895417, 11.565763086467577 5.82945152760847, 11.533558285632592 5.842543007958029))"
"POLYGON ((12.164517800835593 6.432594173040763, 12.139732744568821 6.43287148729395, 12.132738101102845 6.411476236422506, 12.154502458796236 6.397200077231813, 12.164517800835593 6.432594173040763))"
"POLYGON ((12.103635612567063 6.201661761402589, 12.071395145266276 6.196028851190499, 12.069494298786404 6.187532831678427, 12.069689694673238 6.184729929081152, 12.103635612567063 6.201661761402589))"
"POLYGON ((11.740875202680554 6.270317675336641, 11.72902439273783 6.2741226379987305, 11.7105671720879 6.261544297907833, 11.717700275535542 6.23771721411071, 11.740875202680554 6.270317675336641))"
"POLYGON ((11.87771670342294 6.265863641161994, 11.876999195184133 6.270556882229725, 11.83842636495894 6.259967994599137, 11.844557593559129 6.250157352842147, 11.87771670342294 6.265863641161994))"
"POLYGON ((11.571174849035561 5.635273545862637, 11.5604851312097 5.604793248915172, 11.565357508767496 5.599840266757801, 11.581158485419255 5.596574365476797, 11.571174849035561 5.635273545862637))"
"POLYGON ((12.316075970908054 5.844056505744968, 12.311989963239682 5.840305645517861, 12.307867702144163 5.83176399003793, 12.30892535312778 5.819995311379649, 12.316075970908054 5.844056505744968))"
"POLYGON ((12.178277828735897 6.353883735960523, 12.142031454447272 6.351453661335704, 12.142939868630894 6.335148083118841, 12.180527307793739 6.341585731575708, 12.178277828735897 6.353883735960523))"
"POLYGON ((12.271476867965143 6.399421305097881, 12.264842600510834 6.36721240463884, 12.266655865894478 6.365533389000192, 12.298201297421215 6.374448353350107, 12.271476867965143 6.399421305097881))"
