"POLYGON ((13.759763843097529 6.102255379704231, 13.727390144654859 6.085443282828008, 13.749945661529987 6.083898190422851, 13.759784973521473 6.100483305483872, 13.759763843097529 6.102255379704231))"
"POLYGON ((13.83967465346261 5.978440767225911, 13.851233596244588 5.979042237105532, 13.859388114048702 5.9845509858836765, 13.86347799896606 5.991672221390797, 13.83967465346261 5.978440767225911))"
"POLYGON ((14.095676300746485 6.4137126379236875, 14.094574470767975 6.413027634792023, 14.089636275265955 6.384451677035763, 14.125679420739072 6.396387996221505, 14.095676300746485 6.4137126379236875))"
"POLYGON ((13.806742197538503 5.755153422764147, 13.774263016801303 5.74057612859614, 13.803455114065667 5.721796839795171, 13.806047958221942 5.723405888174233, 13.806742197538503 5.755153422764147))"
"POLYGON ((13.997273893780799 5.952519603143027, 13.992402114717903 5.947923411350605, 14.000171101422426 5.917636588017102, 14.017120387864773 5.9178956248693835, 13.997273893780799 5.952519603143027))"
"POLYGON ((13.668181780265463 6.413196288412381, 13.66815313800975 6.413241508690546, 13.650994480711308 6.422515214817003, 13.650477574010521 6.382532900607709, 13.668181780265463 6.413196288412381))"
"POLYGON ((14.213136635231601 6.069670693499138, 14.207907843071098 6.06795403854741, 14.214682236108478 6.030093149988524, 14.23657541232024 6.04774907347732, 14.213136635231601 6.069670693499138))"
"POLYGON ((13.632076583189372 5.765689464598811, 13.614149245456188 5.782663768416331, 13.602449232282359 5.780159362804799, 13.601750563574068 5.779745340954006, 13.632076583189372 5.765689464598811))"
"POLYGON ((13.938864167637858 5.551521059595294, 13.938392128994899 5.545841053950428, 13.938947601690689 5.542213362193984, 13.941998695136858 5.5355334597053885, 13.938864167637858 5.551521059595294))"
"POLYGON ((14.089826198356754 6.24740558136977, 14.089999754724921 6.243561998752083, 14.09400921129075 6.2341077584898805, 14.106327414093457 6.226685558772199, 14.089826198356754 6.24740558136977))"
"POLYGON ((13.650484161194639 6.235911207919115, 13.612515613776138 6.2370668155404925, 13.617269767504158 6.2159818163948355, 13.650380537252149 6.224202027091334, 13.650484161194639 6.235911207919115))"
"POLYGON ((13.73510289741289 6.252106488184703, 13.737816898357226 6.215681902432761, 13.752044228765994 6.215940916110488, 13.763884968882655 6.229235305691925, 13.73510289741289 6.252106488184703))"
"POLYGON ((13.90210222591993 6.109970221620048, 13.89630967959629 6.119300506300123, 13.863496511989027 6.109469319690085, 13.863445073542511 6.1092646699664845, 13.90210222591993 6.109970221620048))"
"POLYGON ((14.183075170958606 6.331088432035176, 14.172676820144527 6.332022497716228, 14.156788117436552 6.317343057690784, 14.158792735657064 6.302387738396385, 14.183075170958606 6.331088432035176))"
"POLYGON ((14.627340308262687 6.355342264813985, 14.626431234692637 6.35597636078083, 14.597673658706404 6.348430513438341, 14.627469209614805 6.323277616797716, 14.627340308262687 6.355342264813985))"
"POLYGON ((13.611227186382326 5.9887180552734, 13.593054348153123 6.002196421279435, 13.572367511332441 5.983649389436291, 13.584835548664183 5.963661535676508, 13.611227186382326 5.9887180552734))"
"POLYGON ((14.471371587432927 5.740566230403397, 14.432973282251547 5.731165131296047, 14.437515928748423 5.724477583654895, 14.459192924989 5.7203881253433675, 14.471371587432927 5.740566230403397))"
"POLYGON ((14.170444665053441 5.993881202681869, 14.134551857766349 5.979658911724429, 14.135151557322649 5.976565855942295, 14.155938253097947 5.961964705346147, 14.170444665053441 5.993881202681869))"
"POLYGON ((14.01602099738778 5.880729863859543, 14.009007272859433 5.8539952383665135, 14.021615104497414 5.844299159503059, 14.046386228917399 5.861579327305582, 14.01602099738778 5.880729863859543))"
"POLYGON ((13.767425326194308 6.426006763960063, 13.767678739045495 6.424701997742982, 13.77514721920596 6.413185800781035, 13.80162601771889 6.415339794521461, 13.767425326194308 6.426006763960063))"
"POLYGON ((14.578557371796565 5.978519834271738, 14.562089744167947 5.989315764513487, 14.544188131221846 5.958189742447343, 14.568324460969494 5.950836779096283, 14.578557371796565 5.978519834271738))"
"POLYGON ((13.875152671083494 6.174288369354689, 13.874154546806286 6.18014539294524, 13.872418457074414 6.183995118455361, 13.870455197428873 6.161012075187919, 13.875152671083494 6.174288369354689))"
"POLYGON ((14.159456915065125 6.463010463722963, 14.125135032527478 6.4720802356964, 14.123042294364632 6.447938316928548, 14.159607761652852 6.454997302410485, 14.159456915065125 6.463010463722963))"
"POLYGON ((14.344182010526268 6.10690773652154, 14.312382540267683 6.0977307551348865, 14.311617153035735 6.088565195001034, 14.333612288254262 6.071651353624392, 14.344182010526268 6.10690773652154))"
"POLYGON ((14.522986329998794 5.920699599175914, 14.517781186875208 5.92999686563351, 14.484575879963998 5.909647380963834, 14.521587525499958 5.907263850861689, 14.522986329998794 5.920699599175914))"
