"POLYGON ((13.123508973996307 6.970221102620112, 13.101931680612891 6.98439677243772, 13.090202119736368 6.950387406756483, 13.109882977073742 6.9453270345854845, 13.123508973996307 6.970221102620112))"
"POLYGON ((12.91990552643304 7.156495626919022, 12.90618742078145 7.158118516407787, 12.894231417039828 7.1498079819374025, 12.927543678066293 7.12766604382268, 12.91990552643304 7.156495626919022))"
"POLYGON ((13.570298285094307 7.036539359062886, 13.530780872318763 7.0307076785426785, 13.55621040757722 7.015523582431924, 13.565854711897703 7.021978232335887, 13.570298285094307 7.036539359062886))"
"POLYGON ((13.406589207267865 7.622815541484651, 13.42272642200853 7.588282267841622, 13.423350091691736 7.5883732754440505, 13.437196839572135 7.597654811221282, 13.406589207267865 7.622815541484651))"
"POLYGON ((12.908301498079892 7.331489945646624, 12.869557273660657 7.330176312381393, 12.869365640134925 7.32917818278569, 12.903510247189848 7.312042393725623, 12.908301498079892 7.331489945646624))"
"POLYGON ((13.183709180757043 7.049163771894497, 13.16558626872055 7.062603392776484, 13.149940715759424 7.029243527119638, 13.173445709958521 7.02457865793023, 13.183709180757043 7.049163771894497))"
"POLYGON ((13.108681864883488 7.733091648121436, 13.084600614065689 7.726728328873347, 13.102378204436262 7.694855749637932, 13.120544723215799 7.712837887871846, 13.108681864883488 7.733091648121436))"
"POLYGON ((12.93660342426788 7.552196345579568, 12.913213028746783 7.539318372005085, 12.912506157805842 7.53676857563686, 12.947467735543778 7.519923892893275, 12.93660342426788 7.552196345579568))"
"POLYGON ((13.422930424437611 7.236349955582955, 13.408493809019125 7.213799887141607, 13.434819294539412 7.19818183277659, 13.438413476698194 7.199852959631472, 13.422930424437611 7.236349955582955))"
"POLYGON ((13.52661778081502 7.144909783383146, 13.531085884966245 7.141247788949891, 13.532362813349975 7.140541637487523, 13.548946337670046 7.139864776920433, 13.52661778081502 7.144909783383146))"
"POLYGON ((12.960651825020939 7.153657985375955, 12.937940533380699 7.160691430317492, 12.93030832598362 7.155864844544643, 12.95821650315013 7.127219764147802, 12.960651825020939 7.153657985375955))"
"POLYGON ((13.250589484180281 7.037480912151362, 13.215312245374873 7.028726094721748, 13.236277007394495 7.005042912859919, 13.25129544018913 7.013457570738712, 13.250589484180281 7.037480912151362))"
"POLYGON ((12.89717067718244 7.6312265922794, 12.882954326737135 7.612427206341816, 12.885424965492273 7.602445524771013, 12.894207857795067 7.594092653836298, 12.89717067718244 7.6312265922794))"
"POLYGON ((13.20065312355512 7.07705767479237, 13.16769783313627 7.08790433522641, 13.172245741526135 7.055075139446797, 13.181670965560917 7.053035541106464, 13.20065312355512 7.07705767479237))"
"POLYGON ((13.369081477300671 7.404754263106508, 13.362130813715499 7.406466036409142, 13.359449458012932 7.366556624457308, 13.36750743287139 7.367626614617937, 13.369081477300671 7.404754263106508))"
"POLYGON ((13.12137966198052 7.168985062389278, 13.081796761225227 7.165271189168698, 13.12066955883055 7.158323983502575, 13.121752218572354 7.163644213601608, 13.12137966198052 7.168985062389278))"
"POLYGON ((12.892907856638857 7.357684738948655, 12.883550157766546 7.3376199814192145, 12.907181224545372 7.320987185546906, 12.923320847193061 7.3401995597341765, 12.892907856638857 7.357684738948655))"
"POLYGON ((13.451788759337328 6.986191206595794, 13.446535688516558 6.990218254255934, 13.427376809085477 6.955108173994964, 13.446889242625883 6.95507587223382, 13.451788759337328 6.986191206595794))"
"POLYGON ((13.152344086267252 7.710050610287908, 13.153766219533797 7.709498606215612, 13.163278925571417 7.70863084883938, 13.179340477834504 7.722326267374022, 13.152344086267252 7.710050610287908))"
"POLYGON ((13.186140907858261 7.533651920006857, 13.178223817210199 7.505566767492807, 13.200581200684786 7.496594258724474, 13.207850877363002 7.50028674961582, 13.186140907858261 7.533651920006857))"
"POLYGON ((13.418265827951831 7.277336219875663, 13.395643997987294 7.264118789976796, 13.39673292842379 7.248650012084869, 13.430964683968854 7.246211443034834, 13.418265827951831 7.277336219875663))"
"POLYGON ((13.588068255476777 7.58827869647173, 13.554877078267657 7.5676379828131735, 13.591245112734727 7.564714716859213, 13.593229936309557 7.569956817228405, 13.588068255476777 7.58827869647173))"
"POLYGON ((13.150162242110202 7.828105546737749, 13.143566553331151 7.82916840411698, 13.14829707140849 7.789698128801814, 13.162659857739055 7.802722617557078, 13.150162242110202 7.828105546737749))"
"POLYGON ((13.05101739447711 7.046047998155763, 13.0479693375783 7.051198051508766, 13.028811331259169 7.018889639853397, 13.051732592064084 7.033150165834155, 13.05101739447711 7.046047998155763))"
"POLYGON ((13.157113833430726 7.339014202238646, 13.13523666590859 7.33836956893836, 13.132677677871433 7.336250705660295, 13.159379811219738 7.306517891020735, 13.157113833430726 7.339014202238646))"
"POLYGON ((13.44826126017524 7.048865665996645, 13.440179905904683 7.038605159700437, 13.439519877353023 7.027826394590352, 13.439708866647713 7.027028941616852, 13.44826126017524 7.048865665996645))"
"POLYGON ((13.523997369896096 7.661541985756989, 13.542204999753306 7.6519065008546, 13.549505212162341 7.653719706787565, 13.560642203025528 7.667531270510958, 13.523997369896096 7.661541985756989))"
"POLYGON ((12.929925014941688 7.7555473205956975, 12.935580331018471 7.719098211874853, 12.938392348910316 7.718610001636811, 12.955250581405755 7.7251142092140235, 12.929925014941688 7.7555473205956975))"
"POLYGON ((12.936670405497983 6.930406693481082, 12.922031321905727 6.9388435692465915, 12.901813900542756 6.926554565069569, 12.900450138290456 6.9164636108036355, 12.936670405497983 6.930406693481082))"
"POLYGON ((12.946265003174837 7.737715836669359, 12.936870438388613 7.750740222711045, 12.928719550345061 7.753411280190536, 12.944830005322906 7.725043071561506, 12.946265003174837 7.737715836669359))"
"POLYGON ((12.961435559873342 7.137492707088548, 12.923258048211576 7.143898759754556, 12.941616657442715 7.1157295574924335, 12.959842877582473 7.127727280581228, 12.961435559873342 7.137492707088548))"
"POLYGON ((13.002016303547618 7.139791004117643, 13.000449105876664 7.137725531529373, 12.997787714579761 7.12161515562073, 13.00272340642263 7.112823949023727, 13.002016303547618 7.139791004117643))"
"POLYGON ((13.187337187599622 7.20741303823366, 13.18141736079727 7.206551143209596, 13.177576332319466 7.169895451280042, 13.205915441318886 7.180291622561248, 13.187337187599622 7.20741303823366))"
"POLYGON ((13.176379650837733 7.2638973504966815, 13.137723288247749 7.262088895319563, 13.143907849209127 7.243073460661675, 13.169648463251326 7.242215488169941, 13.176379650837733 7.2638973504966815))"
"POLYGON ((13.498830367738606 7.30134856458459, 13.499841929246402 7.289894021550988, 13.53372669813869 7.284436569236142, 13.537058936672034 7.290060589700036, 13.498830367738606 7.30134856458459))"
"POLYGON ((13.36354848369186 7.634200766083696, 13.333831347524676 7.6173843093512135, 13.346877836263028 7.5979697130530335, 13.363967372281783 7.599491142231545, 13.36354848369186 7.634200766083696))"
"POLYGON ((12.870001333154669 7.486097698094772, 12.866173290667204 7.482973281817128, 12.861139774741496 7.4647024631210295, 12.890636666107426 7.45183937461589, 12.870001333154669 7.486097698094772))"
"POLYGON ((13.5327795038698 7.310059845469308, 13.511489095532054 7.309291912115445, 13.522504484694743 7.272761057074299, 13.532650542856604 7.275385224611345, 13.5327795038698 7.310059845469308))"
"POLYGON ((12.98188694140217 6.995020292895999, 12.981158218322967 6.995775570467415, 12.965877137017868 7.0014762849045935, 12.949509600983362 6.972062932494517, 12.98188694140217 6.995020292895999))"
"POLYGON ((13.105617240949261 7.0024606643415455, 13.09706189242598 6.998995817882079, 13.094351634160557 6.996680911686718, 13.093348393363112 6.995576364907485, 13.105617240949261 7.0024606643415455))"
"POLYGON ((13.349040039376538 7.751078648081119, 13.3531226297482 7.718462825284882, 13.379572438234696 7.725951150299395, 13.3818449774324 7.731549838019239, 13.349040039376538 7.751078648081119))"
"POLYGON ((13.019262574174528 7.01439102947818, 13.0139446934303 7.021778414380468, 12.989453799483192 7.023178337935375, 13.012465431482301 6.990462774604707, 13.019262574174528 7.01439102947818))"
"POLYGON ((13.174229143952466 6.930946469675693, 13.167167184971058 6.895866519861306, 13.167252992580762 6.895889976677371, 13.180961905989232 6.909003803327922, 13.174229143952466 6.930946469675693))"
"POLYGON ((12.945529141938662 7.09339695310588, 12.938436786414595 7.0779888215158095, 12.955136383476933 7.058393521853921, 12.978377054258294 7.076580332798034, 12.945529141938662 7.09339695310588))"
"POLYGON ((12.853002042716223 6.887681766407104, 12.839070119358016 6.899792935964121, 12.81467526911295 6.883679801086608, 12.814798172268654 6.876354314917365, 12.853002042716223 6.887681766407104))"
"POLYGON ((12.990016139777142 7.812828245694811, 12.978840461620972 7.799223113786393, 12.97830679033288 7.79437040462118, 12.980610555868564 7.785304712187615, 12.990016139777142 7.812828245694811))"
"POLYGON ((13.542115245176413 6.998593356699945, 13.510387840489747 6.996202935959416, 13.51102847777918 6.973491939378516, 13.543732057851654 6.974111622337768, 13.542115245176413 6.998593356699945))"
"POLYGON ((12.945899725926989 6.961032498772852, 12.943214405495679 6.951522503667769, 12.944557442078406 6.943788803646973, 12.954667078120695 6.932926447496904, 12.945899725926989 6.961032498772852))"
"POLYGON ((12.827056151273089 7.4074050624881345, 12.818182767836834 7.403447200121598, 12.812034649118605 7.3800789554986315, 12.822743611811944 7.36928253251161, 12.827056151273089 7.4074050624881345))"
"POLYGON ((12.84279988378068 7.266688962018924, 12.854213617432015 7.228353467844124, 12.860622494510435 7.231534137121479, 12.86399958897812 7.234724116143831, 12.84279988378068 7.266688962018924))"
"POLYGON ((12.967586938905411 7.150716298504908, 12.96189317390164 7.111200173305027, 12.966302375780929 7.111327919651281, 12.98349968157187 7.130187092028329, 12.967586938905411 7.150716298504908))"
"POLYGON ((13.485570073400789 7.307051079408865, 13.445725733040137 7.305684367235356, 13.445715295223962 7.304060106243549, 13.462123418420429 7.285066874017802, 13.485570073400789 7.307051079408865))"
"POLYGON ((13.34103267118465 7.13190944723616, 13.342563647560603 7.1266374469980045, 13.36232888017371 7.114854977278881, 13.3688753859837 7.116490872916092, 13.34103267118465 7.13190944723616))"
"POLYGON ((12.999315794015427 6.9196297695290045, 12.965149660725066 6.912929516732965, 12.965039802237737 6.912589071144471, 12.969380067095994 6.893107883978815, 12.999315794015427 6.9196297695290045))"
"POLYGON ((13.096382668150655 7.22269197487424, 13.074980832514964 7.227047648865276, 13.072546111522326 7.225888654596459, 13.06917581885335 7.223507416517971, 13.096382668150655 7.22269197487424))"
"POLYGON ((12.965870926248739 7.206657659019791, 12.937084654097545 7.212003359754755, 12.932635148300085 7.184420607615449, 12.958006029332061 7.178080263711971, 12.965870926248739 7.206657659019791))"
