datasetName;numQuery;queryArea;minX;minY;maxX;maxY;areaint;cardinality;executionTime;mbrTests
dataset1;1;5.00E-04;1.073430109;5.667652235;1.092535711;5.693822571;5.00E-04
dataset1;2;1.00E-03;1.584387061;4.462356804;1.600607809;4.524006245;1.00E-03
dataset1;3;0.004;0.625734873;6.508645235;0.652987359;6.655420832;0.004
dataset1;4;0.007;1.855633524;4.221685515;1.872880357;4.627557131;0.007
dataset1;5;0.01;2.043780615;6.579044718;2.088865925;6.800846454;0.01
dataset1;6;0.03;0.981019049;5.562753422;1.085573521;5.849685195;0.03
dataset1;7;0.05;0.64307417;4.293173297;0.814026959;4.59E+00;0.05
dataset1;8;0.07;1.473918531;3.917451233;1.597944555;4.48E+00;0.07
dataset1;9;0.1;1.051878562;6.303306021;1.22032678;6.896960269;0.1
dataset1;10;0.13;1.527665788;5.352305712;1.605369004;7.025338139;0.13
dataset2;1;5.00E-04;5.8423298;1.142844101;5.862528485;1.167598188;5.00E-04
dataset2;2;1.00E-03;8.197996929;1.304135107;8.213140965;1.370167704;8.75E-04
dataset2;3;0.004;5.75927881;1.207957397;5.801731598;1.302179714;0.004
dataset2;4;0.007;8.741366811;1.103970385;8.82399148;1.188690845;0.007
dataset2;5;0.01;9.050732812;0.693783756;9.109545756;0.863814353;0.01
dataset2;6;0.03;6.241419039;0.633207524;6.361772861;0.882472561;0.03
dataset2;7;0.05;8.034846166;0.698726963;8.225939819;9.60E-01;0.05
dataset2;8;0.07;6.169894963;0.857926406;6.379860187;1.19E+00;0.07
dataset2;9;0.1;7.965264703;0.473488733;8.069564609;1.432262372;0.092664067
dataset2;10;0.13;6.294188159;0.586615516;6.622344722;0.982767885;0.13
dataset3;1;5.00E-04;4.488671513;2.908246461;4.506916361;2.935651458;5.00E-04
dataset3;2;0.001;5.521151917;3.199645236;5.533076459;3.283505894;0.001
dataset3;3;0.004;6.796585316;6.209404602;6.824525967;6.352565188;0.004
dataset3;4;0.007;6.301657976;1.132890763;6.343326165;1.300884627;0.007
dataset3;5;0.01;3.161243173;4.724660932;3.181909312;5.208544268;0.01
dataset3;6;0.03;6.597889078;1.828770865;6.687840417;2.162284522;0.03
dataset3;7;0.05;2.501451206;4.615488071;2.680915484;4.89E+00;0.05
dataset3;8;0.07;2.663073174;2.494382716;2.735158038;3.465460356;0.07
dataset3;9;0.1;6.017885181;1.011822239;6.330131828;1.332081883;0.1
dataset3;10;0.13;6.302044395;6.100594175;6.456683166;6.941263039;0.13
dataset4;1;5.00E-04;1.26283789;5.004189612;1.26919166;5.082883049;5.00E-04
dataset4;2;0.001;3.261150186;7.410960043;3.274156952;7.487843104;0.001
dataset4;3;0.004;5.326235574;4.147407873;5.364908041;4.250840633;0.004
dataset4;4;0.007;5.913762923;1.210149608;5.965295768;1.345985305;0.007
dataset4;5;0.01;7.472305978;4.896187236;7.492850151;5.382943272;0.01
dataset4;6;0.03;5.847733128;7.580153657;5.944108501;7.891436499;0.03
dataset4;7;0.05;2.884035367;6.696627761;3.064077266;6.97E+00;0.05
dataset4;8;0.07;9.000604544;2.747242745;9.136409094;3.26268939;0.07
dataset4;9;0.1;8.561899553;4.594431209;8.832527608;4.96394205;0.1
dataset4;10;0.13;9.016425796;1.817153654;9.181165005;2.606279698;0.13
dataset5;1;5.00E-04;7.100797833;4.443604165;7.121265326;4.468033145;5.00E-04
dataset5;2;1.00E-03;9.30627323;7.266392934;9.337450915;7.298467157;1.00E-03
dataset5;3;0.004;8.331959088;6.346527423;8.382516852;6.425644845;0.004
dataset5;4;0.007;7.608664203;8.831936425;7.651668793;8.994709745;0.007
dataset5;5;0.01;7.42387478;4.509569674;7.45278268;4.855495873;0.01
dataset5;6;0.03;8.417379997;5.614977504;8.543932267;5.852033702;0.03
dataset5;7;0.05;9.390343889;5.185412498;9.533012511;5.54E+00;0.05
dataset5;8;0.07;7.573475638;8.915387795;7.787062951;9.24E+00;0.07
dataset5;9;0.1;8.52915985;8.740733607;8.611133149;9.960643031;0.056953688
dataset5;10;0.13;8.424269098;3.021149785;8.764201379;3.403578896;0.13
dataset6;1;5.00E-04;4.708377848;3.909146476;4.723437615;3.942347521;5.00E-04
dataset6;2;0.001;5.962994258;1.649365487;5.990274559;1.686021974;0.001
dataset6;3;0.004;7.474916318;2.159837954;7.500044373;2.319022576;0.004
dataset6;4;0.007;8.611676021;3.175714871;8.686065608;3.269814063;0.007
dataset6;5;0.01;7.601311116;3.333948748;7.697382599;3.438037908;0.01
dataset6;6;0.03;7.01643664;1.714581558;7.177397015;1.900962833;0.03
dataset6;7;0.05;5.159472563;3.873324276;5.299061963;4.23E+00;0.05
dataset6;8;0.07;5.847313177;4.254912792;5.949592799;4.939311098;0.009625612
dataset6;9;0.1;5.3548403;1.792355394;5.499254647;2.484807369;0.1
dataset6;10;0.13;5.30448699;3.722844498;5.581283023;4.192504408;0.13
dataset7;1;5.00E-04;5.87943631;7.655855419;5.885685822;7.735861657;3.68E-04
dataset7;2;0.001;5.307741552;7.424863102;5.329643928;7.470520249;0.001
dataset7;3;0.004;2.919255137;7.655146387;2.932417906;7.959033815;7.84E-04
dataset7;4;0.007;4.01040957;7.111482645;4.073884689;7.221762075;0.007
dataset7;5;0.01;3.235020365;7.450961184;3.332558448;7.553485241;0.01
dataset7;6;0.03;5.60353496;7.04684128;5.646642339;7.742777814;0.028789091
dataset7;7;0.05;4.167038538;7.005979943;4.309405987;7.36E+00;0.05
dataset7;8;0.07;7.054838349;6.802764079;7.186733321;7.33348939;0.07
dataset7;9;0.1;5.443267047;7.68420845;5.735787759;8.026064584;0.008915689
dataset7;10;0.13;5.874021789;6.73088488;5.949797527;8.446473582;0.074548353
dataset8;1;5.00E-04;6.122268297;4.450703734;6.140381681;4.478307631;5.00E-04
dataset8;2;1.00E-03;7.506770155;4.453328204;7.521585525;4.520825674;1.00E-03
dataset8;3;0.004;9.41283717;4.955717089;9.440249015;5.101639406;0.004
dataset8;4;0.007;5.647240886;4.651695531;5.705254587;4.772356682;0.007
dataset8;5;0.01;0.026795559;4.355983162;0.062621357;4.635111623;0.01
dataset8;6;0.03;4.318664488;4.152733789;4.476213388;4.343150859;0.03
dataset8;7;0.05;7.075160515;4.652924979;7.227508461;4.98E+00;0.05
dataset8;8;0.07;2.70972232;4.123559695;2.867390379;4.57E+00;0.07
dataset8;9;0.1;5.57994488;4.544386653;5.712380581;5.299470063;0.079408635
dataset8;10;0.13;3.092521558;4.12223295;3.26815905;4.862393828;0.13
dataset9;1;5.00E-04;6.123775587;7.490530661;6.132457104;7.548124285;5.00E-04
dataset9;2;1.00E-03;7.643141126;2.801971712;7.652397093;2.910010117;1.00E-03
dataset9;3;0.004;6.180453189;9.292090372;6.223039189;9.386017955;0.004
dataset9;4;0.007;7.130764413;6.894977979;7.149546895;7.267665662;0.007
dataset9;5;0.01;7.694943692;3.409957447;7.763520307;3.555779751;0.01
dataset9;6;0.03;6.49882623;8.431922685;6.533694576;9.292301906;0.03
dataset9;7;0.05;7.156553773;3.119685206;7.371385533;3.35E+00;0.05
dataset9;8;0.07;8.479534237;4.159994878;8.634766052;4.61E+00;0.07
dataset9;9;0.1;7.27018763;4.326371325;7.372130933;5.307308735;0.1
dataset9;10;0.13;8.267413208;7.361225486;8.41614636;8.235274067;0.13
dataset10;1;5.00E-04;4.45437932;2.306447453;4.469852229;2.338761997;5.00E-04
dataset10;2;1.00E-03;5.246768964;2.199124835;5.262769504;2.261622726;1.00E-03
dataset10;3;0.004;3.579553736;4.550823964;3.604881537;4.708753186;0.004
dataset10;4;0.007;4.715632098;5.617557551;4.738108219;5.928999184;0.007
dataset10;5;0.01;7.024725902;5.051364081;7.076216488;5.245574339;0.01
dataset10;6;0.03;5.359128036;3.870947107;5.446709442;4.213485567;0.03
dataset10;7;0.05;4.560116231;3.544011139;4.771773268;3.78E+00;0.05
dataset10;8;0.07;7.909868414;4.758556955;7.994461186;5.59E+00;0.07
dataset10;9;0.1;3.443696973;4.791523502;3.549043537;5.740771358;0.1
dataset10;10;0.13;4.662649319;5.557774391;4.869742686;6.185510573;0.13
dataset11;1;5.00E-04;2.770346963;8.496186911;2.787287696;8.525701572;5.00E-04
dataset11;2;0.001;2.088076919;7.654703474;2.104468789;7.715709326;0.001
dataset11;3;0.004;2.317276356;7.844676264;2.343109117;7.999518404;0.004
dataset11;4;0.007;7.348049245;8.758234728;7.371812937;9.052801757;0.007
dataset11;5;0.01;6.489735306;6.682846509;6.515342872;7.073356092;0.01
dataset11;6;0.03;5.53924113;7.352500045;5.624224065;7.705512096;0.03
dataset11;7;0.05;7.225959584;7.74348663;7.315608677;8.30E+00;0.05
dataset11;8;0.07;3.906551746;7.012254534;4.16830197;7.279685061;0.07
dataset11;9;0.1;1.673258655;7.210006647;1.963661645;7.554355719;0.1
dataset11;10;0.13;8.095976641;7.014720838;8.290447114;7.683202782;0.13
dataset12;1;5.00E-04;0.66756484;5.002888372;0.675019701;5.069958704;5.00E-04
dataset12;2;1.00E-03;1.121969309;5.15437302;1.143571848;5.200663875;1.00E-03
dataset12;3;0.004;1.094155003;5.595461538;1.125659285;5.722428407;0.004
dataset12;4;0.007;1.209690509;5.986224693;1.262480646;6.118825219;0.007
dataset12;5;0.01;1.429350516;4.669662636;1.460527209;4.990415064;0.01
dataset12;6;0.03;0.560083234;5.648203919;0.705569254;5.854409299;0.03
dataset12;7;0.05;1.82769172;5.56704957;1.988079221;5.88E+00;0.017794157
dataset12;8;0.07;1.533731848;4.438792877;1.7360899;4.78E+00;0.07
dataset12;9;0.1;1.423354243;5.445954498;1.573859387;6.110383615;0.1
dataset12;10;0.13;1.519901056;6.846347988;1.78163847;7.343028986;0.13
dataset13;1;5.00E-04;6.768055384;2.481304446;6.785901838;2.509321217;5.00E-04
dataset13;2;1.00E-03;5.460954164;1.731583023;5.468205933;1.869480406;1.00E-03
dataset13;3;0.004;8.067509764;2.184853755;8.116500715;2.266501485;0.004
dataset13;4;0.007;4.738199869;2.337499057;4.796081921;2.458434646;0.007
dataset13;5;0.01;7.025550516;1.730088058;7.076511579;1.926316306;0.01
dataset13;6;0.03;8.13390675;2.15360105;8.300783403;2.333374551;0.03
dataset13;7;0.05;4.694834106;2.077452569;4.876865359;2.35E+00;0.05
dataset13;8;0.07;5.20673395;1.470033538;5.348892469;1.96E+00;0.07
dataset13;9;0.1;7.676896868;1.881772497;7.969224659;2.223854239;0.1
dataset13;10;0.13;7.131563459;2.572610885;7.366403955;3.126178102;0.013884874
dataset14;1;5.00E-04;5.051610344;6.303886447;5.066737343;6.336939932;5.00E-04
dataset14;2;0.001;4.165230776;2.392146115;4.175284332;2.491613405;0.001
dataset14;3;0.004;5.535317779;4.997841015;5.59583543;5.063937434;0.004
dataset14;4;0.007;5.96010702;3.234748551;6.0101936;3.374506548;0.007
dataset14;5;0.01;5.69714667;3.660223341;5.764816969;3.80799866;0.01
dataset14;6;0.03;7.33796937;2.668625239;7.490212427;2.865678561;0.03
