ID,NamePartition,NumberGeometries,FileSize,GeometryType,xMin,yMin,xMax,yMax
0,partition_0.csv,65536,4774208,BOX,6.16733614039469,5.5099699647332,7.299451463162116,6.084872830921027
1,partition_1.csv,65536,4774737,BOX,5.035220817627265,5.5099699647332,6.16733614039469,6.084872830921027
2,partition_2.csv,65536,4774461,BOX,6.16733614039469,4.935067098545372,7.299451463162116,5.5099699647332
3,partition_3.csv,28402,2069287,BOX,5.601278479010977,5.222518531639286,6.16733614039469,5.5099699647332
4,partition_4.csv,32768,2387331,BOX,5.035220817627265,5.222518531639286,5.601278479010977,5.5099699647332
5,partition_5.csv,32768,2387362,BOX,5.035220817627265,4.935067098545372,5.601278479010977,5.222518531639286
6,partition_6.csv,32768,2387286,BOX,5.601278479010977,4.935067098545372,6.16733614039469,5.222518531639286
7,partition_7.csv,32768,2387197,BOX,4.469163156243552,5.797421397827113,5.035220817627265,6.084872830921027
8,partition_8.csv,32769,2390062,BOX,3.9031054948598394,5.797421397827113,4.469163156243552,6.084872830921027
9,partition_9.csv,32768,2389785,BOX,3.9031054948598394,5.5099699647332,4.469163156243552,5.797421397827113
10,partition_10.csv,32768,2387115,BOX,4.469163156243552,5.5099699647332,5.035220817627265,5.797421397827113
11,partition_11.csv,32768,2407264,BOX,3.3370478334761264,5.797421397827113,3.9031054948598394,6.084872830921027
12,partition_12.csv,32768,2413213,BOX,2.770990172092414,5.797421397827113,3.3370478334761264,6.084872830921027
13,partition_13.csv,32768,2413058,BOX,2.770990172092414,5.5099699647332,3.3370478334761264,5.797421397827113
14,partition_14.csv,32768,2407725,BOX,3.3370478334761264,5.5099699647332,3.9031054948598394,5.797421397827113
15,partition_15.csv,32768,2407154,BOX,3.3370478334761264,5.222518531639286,3.9031054948598394,5.5099699647332
16,partition_16.csv,32770,2413416,BOX,2.770990172092414,5.222518531639286,3.3370478334761264,5.5099699647332
17,partition_17.csv,32768,2413127,BOX,2.770990172092414,4.935067098545372,3.3370478334761264,5.222518531639286
18,partition_18.csv,32768,2407572,BOX,3.3370478334761264,4.935067098545372,3.9031054948598394,5.222518531639286
19,partition_19.csv,32768,2387591,BOX,4.469163156243552,5.222518531639286,5.035220817627265,5.5099699647332
20,partition_20.csv,32769,2389943,BOX,3.9031054948598394,5.222518531639286,4.469163156243552,5.5099699647332
21,partition_21.csv,32768,2389671,BOX,3.9031054948598394,4.935067098545372,4.469163156243552,5.222518531639286
22,partition_22.csv,32768,2387452,BOX,4.469163156243552,4.935067098545372,5.035220817627265,5.222518531639286
23,partition_23.csv,32768,2387169,BOX,4.469163156243552,4.6476156654514575,5.035220817627265,4.935067098545372
24,partition_24.csv,32768,2389780,BOX,3.9031054948598394,4.6476156654514575,4.469163156243552,4.935067098545372
25,partition_25.csv,32769,2389894,BOX,3.9031054948598394,4.360164232357544,4.469163156243552,4.6476156654514575
26,partition_26.csv,32768,2387253,BOX,4.469163156243552,4.360164232357544,5.035220817627265,4.6476156654514575
27,partition_27.csv,32768,2407547,BOX,3.3370478334761264,4.6476156654514575,3.9031054948598394,4.935067098545372
28,partition_28.csv,32768,2413137,BOX,2.770990172092414,4.6476156654514575,3.3370478334761264,4.935067098545372
29,partition_29.csv,32768,2413105,BOX,2.770990172092414,4.360164232357544,3.3370478334761264,4.6476156654514575
30,partition_30.csv,32769,2407613,BOX,3.3370478334761264,4.360164232357544,3.9031054948598394,4.6476156654514575
31,partition_31.csv,32768,2407316,BOX,3.3370478334761264,4.0727127992636305,3.9031054948598394,4.360164232357544
32,partition_32.csv,32769,2413027,BOX,2.770990172092414,4.0727127992636305,3.3370478334761264,4.360164232357544
33,partition_33.csv,32768,2424394,BOX,2.770990172092414,3.785261366169717,3.3370478334761264,4.0727127992636305
34,partition_34.csv,32768,2419064,BOX,3.3370478334761264,3.785261366169717,3.9031054948598394,4.0727127992636305
35,partition_35.csv,32768,2387431,BOX,4.469163156243552,4.0727127992636305,5.035220817627265,4.360164232357544
36,partition_36.csv,32768,2389735,BOX,3.9031054948598394,4.0727127992636305,4.469163156243552,4.360164232357544
37,partition_37.csv,32769,2400982,BOX,3.9031054948598394,3.785261366169717,4.469163156243552,4.0727127992636305
38,partition_38.csv,32768,2398796,BOX,4.469163156243552,3.785261366169717,5.035220817627265,4.0727127992636305
39,partition_39.csv,32768,2387236,BOX,6.733393801778403,4.6476156654514575,7.299451463162116,4.935067098545372
40,partition_40.csv,32768,2387095,BOX,6.16733614039469,4.6476156654514575,6.733393801778403,4.935067098545372
41,partition_41.csv,32768,2387420,BOX,6.16733614039469,4.360164232357544,6.733393801778403,4.6476156654514575
42,partition_42.csv,32768,2387274,BOX,6.733393801778403,4.360164232357544,7.299451463162116,4.6476156654514575
43,partition_43.csv,32768,2387470,BOX,5.601278479010977,4.6476156654514575,6.16733614039469,4.935067098545372
44,partition_44.csv,32768,2387384,BOX,5.035220817627265,4.6476156654514575,5.601278479010977,4.935067098545372
45,partition_45.csv,32768,2387161,BOX,5.035220817627265,4.360164232357544,5.601278479010977,4.6476156654514575
46,partition_46.csv,32768,2387406,BOX,5.601278479010977,4.360164232357544,6.16733614039469,4.6476156654514575
47,partition_47.csv,32768,2386993,BOX,5.601278479010977,4.0727127992636305,6.16733614039469,4.360164232357544
48,partition_48.csv,32768,2387320,BOX,5.035220817627265,4.0727127992636305,5.601278479010977,4.360164232357544
49,partition_49.csv,32768,2398375,BOX,5.035220817627265,3.785261366169717,5.601278479010977,4.0727127992636305
50,partition_50.csv,32768,2398660,BOX,5.601278479010977,3.785261366169717,6.16733614039469,4.0727127992636305
51,partition_51.csv,32768,2386946,BOX,6.733393801778403,4.0727127992636305,7.299451463162116,4.360164232357544
52,partition_52.csv,32768,2387493,BOX,6.16733614039469,4.0727127992636305,6.733393801778403,4.360164232357544
53,partition_53.csv,32768,2398529,BOX,6.16733614039469,3.785261366169717,6.733393801778403,4.0727127992636305
54,partition_54.csv,32768,2398536,BOX,6.733393801778403,3.785261366169717,7.299451463162116,4.0727127992636305
