ID,NamePartition,NumberGeometries,FileSize,GeometryType,xMin,yMin,xMax,yMax
0,partition_0.csv,62465,4551310,BOX,2.847163152412803,4.148102186897209,6.056016985280898,6.012051188987038
1,partition_1.csv,62533,4578300,BOX,6.056016985280898,2.284153184807381,9.264870818148994,4.148102186897209
2,partition_2.csv,60039,4372630,BOX,6.056016985280898,5.080076687942124,7.660443901714946,6.012051188987038
3,partition_3.csv,56357,4093589,BOX,7.660443901714946,4.148102186897209,9.264870818148994,5.080076687942124
4,partition_4.csv,56187,4146975,BOX,2.847163152412803,3.216127685852295,4.45159006884685,4.148102186897209
5,partition_5.csv,60458,4452188,BOX,4.45159006884685,2.284153184807381,6.056016985280898,3.216127685852295
6,partition_6.csv,36268,2633735,BOX,7.660443901714946,5.546063938464581,8.46265735993197,6.012051188987038
7,partition_7.csv,31298,2269146,BOX,8.46265735993197,5.080076687942124,9.264870818148994,5.546063938464581
8,partition_8.csv,34680,2526517,BOX,6.056016985280898,4.614089437419667,6.858230443497922,5.080076687942124
9,partition_9.csv,32785,2387799,BOX,6.858230443497922,4.148102186897209,7.660443901714946,4.614089437419667
10,partition_10.csv,33172,2428215,BOX,4.45159006884685,3.6821149363747523,5.253803527063875,4.148102186897209
11,partition_11.csv,34826,2561690,BOX,5.253803527063875,3.216127685852295,6.056016985280898,3.6821149363747523
12,partition_12.csv,31269,2326434,BOX,2.847163152412803,2.750140435329838,3.649376610629827,3.216127685852295
13,partition_13.csv,36316,2684617,BOX,3.649376610629827,2.284153184807381,4.45159006884685,2.750140435329838
14,partition_14.csv,77174,5590784,BOX,8.863764089040483,5.779057563725809,9.264870818148994,6.012051188987038
15,partition_15.csv,15275,1107818,BOX,8.46265735993197,5.779057563725809,8.863764089040483,6.012051188987038
16,partition_16.csv,78341,5681951,BOX,8.46265735993197,5.546063938464581,8.863764089040483,5.779057563725809
17,partition_17.csv,10225,740669,BOX,8.863764089040483,5.546063938464581,9.264870818148994,5.779057563725809
18,partition_18.csv,78219,5673466,BOX,8.061550630823458,5.313070313203353,8.46265735993197,5.546063938464581
19,partition_19.csv,14644,1064849,BOX,7.660443901714946,5.313070313203353,8.061550630823458,5.546063938464581
20,partition_20.csv,78311,5699075,BOX,7.660443901714946,5.080076687942124,8.061550630823458,5.313070313203353
21,partition_21.csv,11189,811739,BOX,8.061550630823458,5.080076687942124,8.46265735993197,5.313070313203353
22,partition_22.csv,79151,5763308,BOX,7.259337172606434,4.847083062680895,7.660443901714946,5.080076687942124
23,partition_23.csv,14007,1020425,BOX,6.858230443497922,4.847083062680895,7.259337172606434,5.080076687942124
24,partition_24.csv,79031,5757481,BOX,6.858230443497922,4.614089437419667,7.259337172606434,4.847083062680895
25,partition_25.csv,11609,845323,BOX,7.259337172606434,4.614089437419667,7.660443901714946,4.847083062680895
26,partition_26.csv,79093,5762297,BOX,6.45712371438941,4.3810958121584385,6.858230443497922,4.614089437419667
27,partition_27.csv,12960,944222,BOX,6.056016985280898,4.3810958121584385,6.45712371438941,4.614089437419667
28,partition_28.csv,78793,5740718,BOX,6.056016985280898,4.148102186897209,6.45712371438941,4.3810958121584385
29,partition_29.csv,12098,881365,BOX,6.45712371438941,4.148102186897209,6.858230443497922,4.3810958121584385
30,partition_30.csv,78838,5757158,BOX,5.6549102561723865,3.915108561635981,6.056016985280898,4.148102186897209
31,partition_31.csv,12293,898012,BOX,5.253803527063875,3.915108561635981,5.6549102561723865,4.148102186897209
32,partition_32.csv,78807,5777508,BOX,5.253803527063875,3.6821149363747523,5.6549102561723865,3.915108561635981
33,partition_33.csv,13170,965367,BOX,5.6549102561723865,3.6821149363747523,6.056016985280898,3.915108561635981
34,partition_34.csv,79085,5814445,BOX,4.852696797955362,3.4491213111135237,5.253803527063875,3.6821149363747523
35,partition_35.csv,11624,854643,BOX,4.45159006884685,3.4491213111135237,4.852696797955362,3.6821149363747523
36,partition_36.csv,78437,5776657,BOX,4.45159006884685,3.216127685852295,4.852696797955362,3.4491213111135237
37,partition_37.csv,13752,1012869,BOX,4.852696797955362,3.216127685852295,5.253803527063875,3.4491213111135237
38,partition_38.csv,78209,5759807,BOX,4.050483339738339,2.9831340605910666,4.45159006884685,3.216127685852295
39,partition_39.csv,11319,837950,BOX,3.649376610629827,2.9831340605910666,4.050483339738339,3.216127685852295
40,partition_40.csv,78263,5794304,BOX,3.649376610629827,2.750140435329838,4.050483339738339,2.9831340605910666
41,partition_41.csv,14597,1074693,BOX,4.050483339738339,2.750140435329838,4.45159006884685,2.9831340605910666
42,partition_42.csv,78198,5816848,BOX,3.248269881521315,2.5171468100686094,3.649376610629827,2.750140435329838
43,partition_43.csv,10361,771411,BOX,2.847163152412803,2.5171468100686094,3.248269881521315,2.750140435329838
44,partition_44.csv,76794,5716627,BOX,2.847163152412803,2.284153184807381,3.248269881521315,2.5171468100686094
45,partition_45.csv,15224,1132636,BOX,3.248269881521315,2.284153184807381,3.649376610629827,2.5171468100686094
