ID,NamePartition,NumberGeometries,FileSize,GeometryType,xMin,yMin,xMax,yMax
0,partition_0.csv,28179,2073577,BOX,2.059932989000934,7.253285995701685,2.3314493362951985,8.251717642668279
1,partition_1.csv,48446,3578592,BOX,1.7884166417066694,7.253285995701685,2.059932989000934,8.251717642668279
2,partition_2.csv,48341,3575596,BOX,1.7884166417066694,6.2548543487350905,2.059932989000934,7.253285995701685
3,partition_3.csv,28086,2069631,BOX,2.059932989000934,6.2548543487350905,2.3314493362951985,7.253285995701685
4,partition_4.csv,49026,3635390,BOX,1.5169002944124048,7.253285995701685,1.7884166417066694,8.251717642668279
5,partition_5.csv,48491,3596947,BOX,1.2453839471181403,7.253285995701685,1.5169002944124048,8.251717642668279
6,partition_6.csv,48289,3586978,BOX,1.2453839471181403,6.2548543487350905,1.5169002944124048,7.253285995701685
7,partition_7.csv,48556,3605543,BOX,1.5169002944124048,6.2548543487350905,1.7884166417066694,7.253285995701685
8,partition_8.csv,48573,3607283,BOX,1.5169002944124048,5.256422701768496,1.7884166417066694,6.2548543487350905
9,partition_9.csv,48447,3599436,BOX,1.2453839471181403,5.256422701768496,1.5169002944124048,6.2548543487350905
10,partition_10.csv,48351,3591881,BOX,1.2453839471181403,4.257991054801901,1.5169002944124048,5.256422701768496
11,partition_11.csv,48790,3623803,BOX,1.5169002944124048,4.257991054801901,1.7884166417066694,5.256422701768496
12,partition_12.csv,27945,2059552,BOX,2.059932989000934,5.256422701768496,2.3314493362951985,6.2548543487350905
13,partition_13.csv,48697,3602302,BOX,1.7884166417066694,5.256422701768496,2.059932989000934,6.2548543487350905
14,partition_14.csv,48618,3596476,BOX,1.7884166417066694,4.257991054801901,2.059932989000934,5.256422701768496
15,partition_15.csv,28275,2083534,BOX,2.059932989000934,4.257991054801901,2.3314493362951985,5.256422701768496
16,partition_16.csv,48467,3597838,BOX,0.9738675998238757,7.253285995701685,1.2453839471181403,8.251717642668279
17,partition_17.csv,48577,3617573,BOX,0.7023512525296113,7.253285995701685,0.9738675998238757,8.251717642668279
18,partition_18.csv,48275,3600589,BOX,0.7023512525296113,6.2548543487350905,0.9738675998238757,7.253285995701685
19,partition_19.csv,48111,3576601,BOX,0.9738675998238757,6.2548543487350905,1.2453839471181403,7.253285995701685
20,partition_20.csv,48819,3640632,BOX,0.4308349052353468,7.253285995701685,0.7023512525296113,8.251717642668279
21,partition_21.csv,28232,2105804,BOX,0.1593185579410823,7.253285995701685,0.4308349052353468,8.251717642668279
22,partition_22.csv,28247,2110155,BOX,0.1593185579410823,6.2548543487350905,0.4308349052353468,7.253285995701685
23,partition_23.csv,48432,3617278,BOX,0.4308349052353468,6.2548543487350905,0.7023512525296113,7.253285995701685
