ID,NamePartition,NumberGeometries,FileSize,GeometryType,xMin,yMin,xMax,yMax
0,partition_0.wkt,31219,6748276,POLYGON,6.750301325238772,8.0003021144539,8.500586609233405,9.50058823248027
1,partition_1.wkt,31660,6850751,POLYGON,5.000016041244139,8.0003021144539,6.750301325238772,9.50058823248027
2,partition_2.wkt,31470,6845121,POLYGON,5.000016041244139,6.50001599642753,6.750301325238772,8.0003021144539
3,partition_3.wkt,31447,6837060,POLYGON,6.750301325238772,6.50001599642753,8.500586609233405,8.0003021144539
4,partition_4.wkt,31256,6806303,POLYGON,3.249730757249506,8.0003021144539,5.000016041244139,9.50058823248027
5,partition_5.wkt,31035,6817375,POLYGON,1.499445473254873,8.0003021144539,3.249730757249506,9.50058823248027
6,partition_6.wkt,31469,6948329,POLYGON,1.499445473254873,6.50001599642753,3.249730757249506,8.0003021144539
7,partition_7.wkt,31427,6877379,POLYGON,3.249730757249506,6.50001599642753,5.000016041244139,8.0003021144539
8,partition_8.wkt,31129,6812185,POLYGON,3.249730757249506,4.99972987840116,5.000016041244139,6.50001599642753
9,partition_9.wkt,31037,6857066,POLYGON,1.499445473254873,4.99972987840116,3.249730757249506,6.50001599642753
10,partition_10.wkt,31175,6912442,POLYGON,1.499445473254873,3.4994437603747905,3.249730757249506,4.99972987840116
11,partition_11.wkt,31482,6919886,POLYGON,3.249730757249506,3.4994437603747905,5.000016041244139,4.99972987840116
12,partition_12.wkt,31248,6788143,POLYGON,6.750301325238772,4.99972987840116,8.500586609233405,6.50001599642753
13,partition_13.wkt,31384,6831892,POLYGON,5.000016041244139,4.99972987840116,6.750301325238772,6.50001599642753
14,partition_14.wkt,31125,6808925,POLYGON,5.000016041244139,3.4994437603747905,6.750301325238772,4.99972987840116
15,partition_15.wkt,30862,6732971,POLYGON,6.750301325238772,3.4994437603747905,8.500586609233405,4.99972987840116
