ID,NamePartition,NumberGeometries,FileSize,GeometryType,xMin,yMin,xMax,yMax
0,partition_0.csv,31364,1150598,POINT,6.749970235939451,7.999997531880943,8.499959348811412,9.499993520115336
1,partition_1.csv,31479,1156653,POINT,4.99998112306749,7.999997531880943,6.749970235939451,9.499993520115336
2,partition_2.csv,31315,1155984,POINT,4.99998112306749,6.500001543646552,6.749970235939451,7.999997531880943
3,partition_3.csv,31086,1145966,POINT,6.749970235939451,6.500001543646552,8.499959348811412,7.999997531880943
4,partition_4.csv,31350,1156173,POINT,3.2499920101955295,7.999997531880943,4.99998112306749,9.499993520115336
5,partition_5.csv,31099,1157355,POINT,1.5000028973235684,7.999997531880943,3.2499920101955295,9.499993520115336
6,partition_6.csv,31263,1168861,POINT,1.5000028973235684,6.500001543646552,3.2499920101955295,7.999997531880943
7,partition_7.csv,30994,1148109,POINT,3.2499920101955295,6.500001543646552,4.99998112306749,7.999997531880943
8,partition_8.csv,31132,1153831,POINT,3.2499920101955295,5.00000555541216,4.99998112306749,6.500001543646552
9,partition_9.csv,31421,1175249,POINT,1.5000028973235684,5.00000555541216,3.2499920101955295,6.500001543646552
10,partition_10.csv,31330,1174694,POINT,1.5000028973235684,3.500009567177768,3.2499920101955295,5.00000555541216
11,partition_11.csv,31184,1158268,POINT,3.2499920101955295,3.500009567177768,4.99998112306749,5.00000555541216
12,partition_12.csv,31216,1150978,POINT,6.749970235939451,5.00000555541216,8.499959348811412,6.500001543646552
13,partition_13.csv,31253,1154130,POINT,4.99998112306749,5.00000555541216,6.749970235939451,6.500001543646552
14,partition_14.csv,31484,1165269,POINT,4.99998112306749,3.500009567177768,6.749970235939451,5.00000555541216
15,partition_15.csv,31030,1147059,POINT,6.749970235939451,3.500009567177768,8.499959348811412,5.00000555541216
