ID,NamePartition,NumberGeometries,FileSize,GeometryType,xMin,yMin,xMax,yMax
0,partition_0.wkt,10004,2175499,POLYGON,5.000032850051709,7.396810600705576,6.750272802616774,8.695947467232049
1,partition_1.wkt,40260,8758486,POLYGON,5.000032850051709,6.097673734179103,6.750272802616774,7.396810600705576
2,partition_2.wkt,1,235,POLYGON,6.750272802616774,6.097673734179103,8.50051275518184,7.396810600705576
3,partition_3.wkt,9930,2159318,POLYGON,3.249792897486644,7.396810600705576,5.000032850051709,8.695947467232049
4,partition_4.wkt,1,238,POLYGON,1.499552944921579,6.097673734179103,3.249792897486644,7.396810600705576
5,partition_5.wkt,40738,8909244,POLYGON,3.249792897486644,6.097673734179103,5.000032850051709,7.396810600705576
6,partition_6.wkt,21517,4732494,POLYGON,3.249792897486644,4.798536867652629,5.000032850051709,6.097673734179103
7,partition_7.wkt,20096,4427582,POLYGON,1.499552944921579,4.798536867652629,3.249792897486644,6.097673734179103
8,partition_8.wkt,19891,4328966,POLYGON,6.750272802616774,4.798536867652629,8.50051275518184,6.097673734179103
9,partition_9.wkt,21822,4753568,POLYGON,5.000032850051709,4.798536867652629,6.750272802616774,6.097673734179103
10,partition_10.wkt,8474,1868413,POLYGON,2.3746729212041116,4.148968434389393,3.249792897486644,4.798536867652629
11,partition_11.wkt,8037,1768757,POLYGON,1.499552944921579,4.148968434389393,2.3746729212041116,4.798536867652629
12,partition_12.wkt,32137,7189081,POLYGON,1.499552944921579,3.4994000011261566,2.3746729212041116,4.148968434389393
13,partition_13.wkt,32137,7167007,POLYGON,2.3746729212041116,3.4994000011261566,3.249792897486644,4.148968434389393
14,partition_14.wkt,8036,1750511,POLYGON,4.124912873769176,4.148968434389393,5.000032850051709,4.798536867652629
15,partition_15.wkt,8525,1871171,POLYGON,3.249792897486644,4.148968434389393,4.124912873769176,4.798536867652629
16,partition_16.wkt,31874,7102228,POLYGON,3.249792897486644,3.4994000011261566,4.124912873769176,4.148968434389393
17,partition_17.wkt,32451,7150549,POLYGON,4.124912873769176,3.4994000011261566,5.000032850051709,4.148968434389393
18,partition_18.wkt,8470,1845889,POLYGON,5.875152826334242,4.148968434389393,6.750272802616774,4.798536867652629
19,partition_19.wkt,7974,1734818,POLYGON,5.000032850051709,4.148968434389393,5.875152826334242,4.798536867652629
20,partition_20.wkt,32103,7074478,POLYGON,5.000032850051709,3.4994000011261566,5.875152826334242,4.148968434389393
21,partition_21.wkt,32087,7074067,POLYGON,5.875152826334242,3.4994000011261566,6.750272802616774,4.148968434389393
22,partition_22.wkt,7928,1724876,POLYGON,7.625392778899307,4.148968434389393,8.50051275518184,4.798536867652629
23,partition_23.wkt,8605,1871127,POLYGON,6.750272802616774,4.148968434389393,7.625392778899307,4.798536867652629
24,partition_24.wkt,32361,7130085,POLYGON,6.750272802616774,3.4994000011261566,7.625392778899307,4.148968434389393
25,partition_25.wkt,32439,7124806,POLYGON,7.625392778899307,3.4994000011261566,8.50051275518184,4.148968434389393
