ID,NamePartition,NumberGeometries,FileSize,GeometryType,xMin,yMin,xMax,yMax
0,partition_0.csv,38296,2789966,BOX,5.521166856995528,5.718930353336912,7.193165732236393,6.282149560935065
1,partition_1.csv,127,9245,BOX,7.193165732236393,5.15571114573876,8.865164607477258,5.718930353336912
2,partition_2.csv,38658,2816084,BOX,3.8491679817546625,5.718930353336912,5.521166856995528,6.282149560935065
3,partition_3.csv,88,6464,BOX,2.177169106513797,5.15571114573876,3.8491679817546625,5.718930353336912
4,partition_4.csv,82042,5984686,BOX,3.8491679817546625,4.592491938140608,5.521166856995528,5.15571114573876
5,partition_5.csv,76771,5644518,BOX,2.177169106513797,4.592491938140608,3.8491679817546625,5.15571114573876
6,partition_6.csv,76728,5586761,BOX,7.193165732236393,4.592491938140608,8.865164607477258,5.15571114573876
7,partition_7.csv,81994,5973707,BOX,5.521166856995528,4.592491938140608,7.193165732236393,5.15571114573876
8,partition_8.csv,15660,1140906,BOX,6.35716629461596,5.437320749537836,7.193165732236393,5.718930353336912
9,partition_9.csv,17480,1273431,BOX,5.521166856995528,5.437320749537836,6.35716629461596,5.718930353336912
10,partition_10.csv,63222,4606390,BOX,5.521166856995528,5.15571114573876,6.35716629461596,5.437320749537836
11,partition_11.csv,61846,4505528,BOX,6.35716629461596,5.15571114573876,7.193165732236393,5.437320749537836
12,partition_12.csv,17482,1273730,BOX,4.685167419375095,5.437320749537836,5.521166856995528,5.718930353336912
13,partition_13.csv,15588,1135500,BOX,3.8491679817546625,5.437320749537836,4.685167419375095,5.718930353336912
14,partition_14.csv,62379,4547818,BOX,3.8491679817546625,5.15571114573876,4.685167419375095,5.437320749537836
15,partition_15.csv,62780,4573653,BOX,4.685167419375095,5.15571114573876,5.521166856995528,5.437320749537836
16,partition_16.csv,33896,2496125,BOX,3.0131685441342295,4.310882334341532,3.8491679817546625,4.592491938140608
17,partition_17.csv,30420,2240016,BOX,2.177169106513797,4.310882334341532,3.0131685441342295,4.592491938140608
18,partition_18.csv,32080,2337298,BOX,4.685167419375095,4.310882334341532,5.521166856995528,4.592491938140608
19,partition_19.csv,31646,2305588,BOX,3.8491679817546625,4.310882334341532,4.685167419375095,4.592491938140608
20,partition_20.csv,31776,2314949,BOX,6.35716629461596,4.310882334341532,7.193165732236393,4.592491938140608
21,partition_21.csv,31895,2323873,BOX,5.521166856995528,4.310882334341532,6.35716629461596,4.592491938140608
22,partition_22.csv,30306,2198018,BOX,8.029165169856824,4.310882334341532,8.865164607477258,4.592491938140608
23,partition_23.csv,33808,2460870,BOX,7.193165732236393,4.310882334341532,8.029165169856824,4.592491938140608
24,partition_24.csv,15238,1122111,BOX,2.5951688253240133,4.170077532441994,3.0131685441342295,4.310882334341532
25,partition_25.csv,11767,866439,BOX,2.177169106513797,4.170077532441994,2.5951688253240133,4.310882334341532
26,partition_26.csv,48040,3538071,BOX,2.177169106513797,4.029272730542456,2.5951688253240133,4.170077532441994
27,partition_27.csv,51732,3809464,BOX,2.5951688253240133,4.029272730542456,3.0131685441342295,4.170077532441994
28,partition_28.csv,14285,1051262,BOX,3.431168262944446,4.170077532441994,3.8491679817546625,4.310882334341532
