ID,NamePartition,NumberGeometries,FileSize,GeometryType,xMin,yMin,xMax,yMax
0,partition_0.csv,20130,387425,POINT,4.9794921875,6.4912109375,8.458984375,9.482421875
1,partition_1.csv,3314,64114,POINT,3.23974609375,7.98681640625,4.9794921875,9.482421875
2,partition_2.csv,12947,248201,POINT,1.5,7.98681640625,3.23974609375,9.482421875
3,partition_3.csv,12636,244437,POINT,3.23974609375,6.4912109375,4.9794921875,7.98681640625
4,partition_4.csv,12764,246764,POINT,3.23974609375,4.99560546875,4.9794921875,6.4912109375
5,partition_5.csv,3257,62614,POINT,6.71923828125,4.99560546875,8.458984375,6.4912109375
6,partition_6.csv,12758,245380,POINT,4.9794921875,4.99560546875,6.71923828125,6.4912109375
7,partition_7.csv,12748,246227,POINT,6.71923828125,3.5,8.458984375,4.99560546875
8,partition_8.csv,2072,40839,POINT,2.369873046875,7.239013671875,3.23974609375,7.98681640625
9,partition_9.csv,8019,154262,POINT,1.5,7.239013671875,2.369873046875,7.98681640625
10,partition_10.csv,32747,624144,POINT,1.5,6.4912109375,2.369873046875,7.239013671875
11,partition_11.csv,8366,163011,POINT,2.369873046875,6.4912109375,3.23974609375,7.239013671875
12,partition_12.csv,2043,40171,POINT,2.369873046875,5.743408203125,3.23974609375,6.4912109375
13,partition_13.csv,8183,158070,POINT,1.5,5.743408203125,2.369873046875,6.4912109375
14,partition_14.csv,32534,619258,POINT,1.5,4.99560546875,2.369873046875,5.743408203125
15,partition_15.csv,8217,159850,POINT,2.369873046875,4.99560546875,3.23974609375,5.743408203125
16,partition_16.csv,8216,161409,POINT,2.369873046875,4.247802734375,3.23974609375,4.99560546875
17,partition_17.csv,32464,626150,POINT,1.5,4.247802734375,2.369873046875,4.99560546875
18,partition_18.csv,131229,2498911,POINT,1.5,3.5,2.369873046875,4.247802734375
19,partition_19.csv,32736,638334,POINT,2.369873046875,3.5,3.23974609375,4.247802734375
20,partition_20.csv,2053,40680,POINT,4.109619140625,4.247802734375,4.9794921875,4.99560546875
21,partition_21.csv,8371,162908,POINT,3.23974609375,4.247802734375,4.109619140625,4.99560546875
22,partition_22.csv,32621,627912,POINT,3.23974609375,3.5,4.109619140625,4.247802734375
23,partition_23.csv,8120,158356,POINT,4.109619140625,3.5,4.9794921875,4.247802734375
24,partition_24.csv,2047,40338,POINT,5.849365234375,4.247802734375,6.71923828125,4.99560546875
25,partition_25.csv,8203,158035,POINT,4.9794921875,4.247802734375,5.849365234375,4.99560546875
26,partition_26.csv,32982,627123,POINT,4.9794921875,3.5,5.849365234375,4.247802734375
27,partition_27.csv,8224,160717,POINT,5.849365234375,3.5,6.71923828125,4.247802734375
