datasetName;numQuery;queryArea;minX;minY;maxX;maxY;areaint;cardinality;executionTime;mbrTests
dataset0001;1;1.0;2.0;8.0;3.0;9.0;1.0;0.023566666666666666;1629;3834
dataset0001;2;1.0;3.0;7.0;4.0;8.0;0.0;0.024266666666666666;140;7004
dataset0001;3;1.0;4.0;6.0;5.0;7.0;1.0;0.024133333333333333;194;5709
dataset0001;4;1.0;5.0;5.0;6.0;6.0;4.0;0.022866666666666667;186;6783
dataset0001;5;1.0;6.0;4.0;7.0;5.0;9.0;0.0237;67;5894
dataset0001;1;0.5;6.5;3.5;7.5;4.0;14.0;0.012033333333333333;115;2928
dataset0001;2;0.5;6.5;4.5;7.5;5.0;10.5;0.012033333333333333;92;3033
dataset0001;3;0.5;6.5;5.5;7.5;6.0;7.0;0.012666666666666666;43;3912
dataset0001;4;0.5;6.5;6.5;7.5;7.0;3.5;0.011;50;2904
dataset0001;5;0.5;6.5;7.5;7.5;8.0;-0.0;0.012333333333333333;86;4920
dataset0001;1;2.0;2.0;4.0;4.0;5.0;0.0;0.05043333333333333;36;6677
dataset0001;2;2.0;6.0;4.0;8.0;5.0;9.0;0.0474;151;6919
dataset0001;3;2.0;2.0;8.0;4.0;9.0;1.0;0.04446666666666667;49;5868
dataset0001;4;2.0;6.0;8.0;8.0;9.0;0.0;0.046766666666666665;46;7504
dataset0001;5;2.0;4.5;5.5;5.5;7.5;0.75;0.047233333333333336;177;6738
dataset0001;1;1.5;3.5;3.5;4.5;5.0;1.5;0.03843333333333333;64;5706
dataset0001;2;1.5;3.5;4.5;4.5;6.0;1.0;0.0367;84;8744
dataset0001;3;1.5;3.5;5.5;4.5;7.0;0.5;0.0364;67;6706
dataset0001;4;1.5;3.5;6.5;4.5;8.0;-0.0;0.038266666666666664;38;7645
dataset0001;5;1.5;3.5;7.5;4.5;9.0;0.0;0.0349;85;5844
dataset0001;1;0.75;2.5;8.75;3.5;9.5;0.125;0.0127;89;3860
dataset0001;2;0.75;2.5;7.75;3.5;8.5;0.25;0.0181;36;4980
dataset0001;3;0.75;2.5;6.75;3.5;7.5;0.0;0.0183;110;4947
dataset0001;4;0.75;2.5;5.75;3.5;6.5;0.0;0.0182;42;5680
dataset0001;5;0.75;2.5;4.75;3.5;5.5;0.0;0.017733333333333334;67;4752
dataset0001;1;1.75;5.5;7.75;6.5;9.5;0.0;0.03746666666666667;82;7630
dataset0001;2;1.75;5.5;6.75;6.5;8.5;0.0;0.0425;35;8752
dataset0001;3;1.75;5.5;5.75;6.5;7.5;1.25;0.042866666666666664;42;7724
dataset0001;4;1.75;5.5;4.75;6.5;6.5;3.75;0.04293333333333333;75;7778
dataset0001;5;1.75;5.5;3.75;6.5;5.5;6.25;0.042866666666666664;63;5922
dataset0001;1;0.25;2.25;6.0;2.5;7.0;0.0;0.005933333333333333;44;3884
dataset0001;2;0.25;2.5;6.0;2.75;7.0;0.0;0.005966666666666667;35;4856
dataset0001;3;0.25;7.25;6.0;7.5;7.0;4.25;0.005833333333333334;59;3979
dataset0001;4;0.25;7.5;6.0;7.75;7.0;4.5;0.0054666666666666665;40;4904
dataset0001;5;0.25;5.25;6.0;5.5;7.0;2.25;0.0062;38;4749
dataset0001;1;1.25;1.5;3.5;2.75;4.5;0.0;0.03123333333333333;73;3894
dataset0001;2;1.25;2.5;4.5;3.75;5.5;0.0;0.029466666666666665;68;4752
dataset0001;3;1.25;3.5;5.5;4.75;6.5;0.75;0.02896666666666667;76;6706
dataset0001;4;1.25;4.5;6.5;5.75;7.5;0.75;0.0295;41;4734
dataset0001;5;1.25;5.5;7.5;6.75;8.5;0.0;0.03;33;7757
