datasetName;numQuery;queryArea;minX;minY;maxX;maxY;areaint;cardinality;executionTime;mbrTests
dataset1;1;0.30000000000000027;7.283598007611153;7.670044467888725;7.783598007611153;8.270044467888725;0.30000000000000027;0.018366;1591;66350
dataset1;1;0.2999999999999998;4.698145122706747;8.827178337098402;5.198145122706747;9.427178337098402;1.161876434821275;0.015498;111;81229
dataset1;1;0.2999999999999998;6.1705790450227695;5.976988791414936;6.6705790450227695;6.576988791414935;0.6700638568433063;0.018414;95;103581
dataset1;1;0.2999999999999998;4.181454863869771;5.558930425520977;4.681454863869771;6.1589304255209765;3.9321350447585615;0.018346;82;65212
dataset1;1;0.2999999999999998;5.652164544321373;5.91453469549469;6.152164544321373;6.51453469549469;1.3073824236449691;0.018392;78;126013
dataset1;1;0.29999999999999927;7.85339899163082;7.117000402048948;8.353398991630819;7.7170004020489475;0.0;0.017956;78;41420
dataset1;1;0.2999999999999998;6.75733075883767;8.460754523523303;7.25733075883767;9.060754523523302;0.005009428474958298;0.01839;67;82140
dataset1;1;0.2999999999999998;3.3853757587522155;6.572211297763046;3.8853757587522155;7.172211297763045;1.6917477549410613;0.01841;92;64346
dataset1;1;0.2999999999999997;7.90579216163052;7.628113247301354;8.405792161630519;8.228113247301355;0.0;0.017462;64;43185
dataset1;1;0.2999999999999998;3.002872949866045;8.273158347406266;3.502872949866045;8.873158347406266;0.011772722318764603;0.018142;76;102059
dataset1;1;0.2999999999999998;4.500911963731576;4.2013769176067735;5.000911963731576;4.801376917606773;6.548267381558827;0.018406;68;63658
dataset1;1;0.30000000000000004;2.3292899629380743;3.5644748479997204;2.8292899629380743;4.1644748479997205;15.61488695903314;0.01533;72;41675
dataset1;1;0.2999999999999998;6.95127737563306;4.084422709927954;7.45127737563306;4.684422709927953;0.0;0.018208;82;62844
dataset1;1;0.30000000000000004;4.324417786884117;3.99931636382783;4.824417786884117;4.59931636382783;7.551473816737183;0.018678;76;63658
dataset1;1;0.2999999999999998;4.95347975350464;4.067601124526268;5.45347975350464;4.667601124526268;5.494826369608223;0.018242;67;61752
dataset1;1;0.2999999999999998;3.105674948491674;5.207003638290489;3.605674948491674;5.807003638290489;6.852120827260436;0.01822;170;104367
dataset1;1;0.29999999999999954;3.8927572483949135;7.705288254122923;4.392757248394913;8.305288254122923;0.0;0.018254;64;64311
dataset1;1;0.30000000000000004;7.502610053151285;3.953392675398073;8.002610053151285;4.553392675398073;0.0;0.018358;104;41694
dataset1;1;0.2999999999999998;3.562713158052161;5.434953030027704;4.062713158052161;6.034953030027704;5.266441239850192;0.018546;75;104367
dataset1;1;0.2999999999999998;3.0542260099202747;4.9520192742282125;3.5542260099202747;5.552019274228212;7.898903847641316;0.01826;69;104367
dataset2;1;0.009999999999999929;5.501809992899505;10.811297917427016;5.601809992899504;10.911297917427015;0.009999999999999929;0.00233;1467;12445
dataset2;1;0.009999999999999929;10.72964224570455;10.362518225182146;10.82964224570455;10.462518225182146;1.7884837550166615;0.00403;98;27461
dataset2;1;0.009999999999999929;6.620412368760825;10.915250418069842;6.720412368760825;11.015250418069842;0.0040260265453766824;0.00394;99;39100
dataset3;1;0.009999999999999929;14.409660832387473;6.028988012815169;14.509660832387473;6.128988012815169;0.009999999999999929;0.00138;1937;27311
dataset3;1;0.009999999999999974;14.085047836369455;3.9623396829693527;14.185047836369455;4.062339682969353;0.44173477348050166;0.0014866666666666667;107;14335
dataset3;1;0.009999999999999929;12.586901932256774;4.166237680125192;12.686901932256774;4.266237680125192;3.0367938243500103;0.0013733333333333334;80;14309
dataset3;1;0.009999999999999974;11.573859227914303;3.7943441387496994;11.673859227914303;3.8943441387496995;5.839962135647137;0.0014733333333333334;84;14417
dataset3;1;0.009999999999999929;15.26271925019942;8.83812923128714;15.36271925019942;8.938129231287139;2.0401415996116348;0.00147;73;42707
dataset4;1;0.009999999999999929;7.582871850124112;10.891003583560279;7.682871850124112;10.991003583560278;0.009999999999999929;0.00586;1622;4469
dataset4;1;0.010000000000000018;7.972354435762287;12.494130194852318;8.072354435762287;12.594130194852317;0.4351289779783673;0.00574;99;8950
dataset4;1;0.009999999999999929;12.149179368203363;10.925445554665558;12.249179368203363;11.025445554665557;0.0;0.00488;191;4201
dataset4;1;0.009999999999999929;12.332658210488212;12.600380746211238;12.432658210488212;12.700380746211238;7.483259979575908;0.0041;96;4228
dataset4;1;0.009999999999999929;10.934741313466743;11.094070620489562;11.034741313466743;11.194070620489562;0.33516055006754547;0.00558;77;4201
dataset4;1;0.009999999999999929;11.201320719070546;11.502794346150896;11.301320719070546;11.602794346150896;1.800709629774192;0.00526;85;12863
